Strike,Maturity,Implied vol.,Option price,Implied delta,Implied gamma,Implied theta,Local delta,Local gamma
4288.59,0.2,0.29375,1609.36,0.993239,0.0000222936,45.0084,0.990956,0.0000280198
4473.71,0.2,0.2875,1427.86,0.986474,0.0000439092,86.7621,0.981579,0.0000566474
4658.83,0.2,0.285156,1248.92,0.972543,0.0000827556,162.187,0.961773,0.000112954
4843.95,0.2,0.280078,1073.25,0.95007,0.000138726,267.037,0.931829,0.000188563
5029.06,0.2,0.271484,901.895,0.91732,0.000212745,396.954,0.888503,0.000289638
5214.18,0.2,0.263672,738.236,0.868591,0.000307131,556.576,0.828617,0.000402193
5399.3,0.2,0.251172,581.76,0.805137,0.000417507,720.728,0.753276,0.000525447
5584.42,0.2,0.240234,439.156,0.719424,0.00053419,881.997,0.660799,0.000621212
5769.54,0.2,0.228711,312.766,0.612844,0.000637912,1002.73,0.5483,0.000684843
5954.66,0.2,0.211621,200.918,0.487472,0.000718254,1044.66,0.432318,0.000693481
6139.78,0.2,0.213965,132.209,0.363246,0.000668698,983.352,0.306013,0.000539077
6324.9,0.2,0.191602,63.5003,0.227335,0.000600385,790.615,0.179707,0.000384673
6510.02,0.2,0.199902,39.2449,0.150193,0.000445182,611.635,0.119984,0.000273371
6695.14,0.2,0.200781,21.1222,0.0896543,0.000307574,424.433,0.0694371,0.000167989
6880.25,0.2,0.190625,8.03419,0.0410217,0.00017598,230.558,0.0320171,0.0000879994
7065.37,0.2,0.201563,5.22198,0.0265342,0.000116244,161.033,0.0213787,0.000059797
7250.49,0.2,0.201563,2.40977,0.0131668,0.0000640461,88.7236,0.0107403,0.0000315945
7435.61,0.2,0.201563,1.03745,0.00619362,0.0000330926,45.8434,0.00530927,0.0000167434
4288.59,0.242105,0.289063,1618.14,0.989607,0.0000309754,74.4937,0.985971,0.0000406977
4473.71,0.242105,0.282031,1437.91,0.98095,0.0000551928,129.506,0.97382,0.0000742575
4658.83,0.242105,0.28125,1261.2,0.963527,0.0000968562,226.637,0.949617,0.000134661
4843.95,0.242105,0.275586,1087.9,0.938621,0.00015107,346.374,0.916606,0.000207563
5029.06,0.242105,0.26875,919.985,0.90278,0.000220477,492.972,0.86968,0.000300213
5214.18,0.242105,0.261133,759.608,0.853493,0.000303595,659.578,0.809405,0.000395242
5399.3,0.242105,0.25127,607.718,0.790029,0.000396664,829.227,0.734111,0.000492947
5584.42,0.242105,0.24082,467.842,0.709648,0.000492283,986.321,0.646849,0.000566376
5769.54,0.242105,0.232031,345.189,0.611659,0.000571961,1104.14,0.542434,0.000605011
5954.66,0.242105,0.215625,232.491,0.499811,0.000640961,1149.85,0.436396,0.000614517
6139.78,0.242105,0.216602,160.068,0.387029,0.000612446,1103.67,0.323794,0.000506188
6324.9,0.242105,0.198047,87.6449,0.264958,0.000573128,944.344,0.211192,0.000397858
6510.02,0.242105,0.202051,55.5546,0.183042,0.000454865,764.634,0.145871,0.000296777
6695.14,0.242105,0.201953,32.265,0.117729,0.000338732,569.137,0.0908651,0.000197276
6880.25,0.242105,0.191211,13.9596,0.0607743,0.00021813,347.007,0.0466582,0.000115193
7065.37,0.242105,0.200781,9.35279,0.0410486,0.000151935,253.801,0.0321298,0.0000809799
7250.49,0.242105,0.200781,4.74595,0.0227281,0.0000931405,155.587,0.0176013,0.0000467666
7435.61,0.242105,0.198438,2.16764,0.0112043,0.0000514082,84.8725,0.00914496,0.0000262106
4288.59,0.284211,0.284375,1627.45,0.985902,0.0000385055,106.945,0.980527,0.0000526106
4473.71,0.284211,0.278516,1448.55,0.975112,0.0000651652,177.261,0.965914,0.00008925
4658.83,0.284211,0.278516,1274.17,0.95487,0.000107652,292.833,0.938098,0.000150253
4843.95,0.284211,0.272656,1103.14,0.928115,0.000159487,424.705,0.902891,0.000218767
5029.06,0.284211,0.267188,938.561,0.890134,0.000223826,584.081,0.85355,0.000301634
5214.18,0.284211,0.259863,781.095,0.840863,0.000297528,755.127,0.793595,0.000382471
5399.3,0.284211,0.252051,633.333,0.778108,0.000376879,927.763,0.719168,0.000460533
5584.42,0.284211,0.241992,495.683,0.702429,0.000457328,1080.88,0.63643,0.000519436
5769.54,0.284211,0.235059,376.014,0.611587,0.000521114,1196.34,0.538916,0.000544271
5954.66,0.284211,0.219336,262.705,0.510107,0.000581361,1245.38,0.440732,0.000554272
6139.78,0.284211,0.219336,187.387,0.406598,0.000565656,1211.74,0.338556,0.000475726
6324.9,0.284211,0.20332,112.069,0.295415,0.000543139,1078.54,0.236381,0.000397179
6510.02,0.284211,0.204102,72.8549,0.211799,0.000453954,904.908,0.168475,0.000309585
6695.14,0.284211,0.203516,44.9199,0.144306,0.000357113,709.823,0.111269,0.000219153
6880.25,0.284211,0.192188,21.3148,0.0813519,0.000250627,470.436,0.062014,0.000139314
7065.37,0.284211,0.200781,14.6703,0.0570732,0.000182505,357.886,0.0438841,0.000100914
7250.49,0.284211,0.200391,8.02566,0.0339872,0.000120427,235.694,0.0257542,0.0000625132
7435.61,0.284211,0.196875,3.84885,0.017872,0.000071505,137.491,0.0139682,0.0000367676
4288.59,0.326316,0.282813,1637.15,0.98139,0.0000463703,147.056,0.974566,0.0000636813
4473.71,0.326316,0.276172,1459.68,0.969136,0.0000737421,228.37,0.957696,0.000102075
4658.83,0.326316,0.276953,1287.69,0.946436,0.000116091,360.538,0.926912,0.000161435
4843.95,0.326316,0.270898,1118.85,0.918364,0.000165181,501.777,0.890139,0.000224974
5029.06,0.326316,0.266406,957.392,0.879009,0.000224465,670.561,0.839333,0.000298301
