Active,"Option
type",Maturity,Strike,Moneyness,"Option
price","Implied
vol.","Calibrated
vol.","Market vol. -
Calibrated vol."
1,1,0.038,4900,0.836,969.046,0.458,-1,1.458
1,2,0.038,4900,0.836,0.439,0.458,0.35,0.108
1,1,0.038,5000,0.853,869.471,0.43,0.325,0.105
1,2,0.038,5000,0.853,0.69,0.427,0.325,0.102
1,1,0.038,5100,0.87,770.286,0.395,0.316,0.08
1,2,0.038,5100,0.87,1.331,0.395,0.316,0.08
1,1,0.038,5200,0.887,673.361,0.359,0.331,0.028
1,2,0.038,5200,0.887,4.233,0.358,0.331,0.027
1,1,0.038,5300,0.904,576.437,0.334,0.316,0.017
1,2,0.038,5300,0.904,7.135,0.333,0.316,0.016
1,1,0.038,5400,0.921,479.512,0.314,0.29,0.024
1,2,0.038,5400,0.921,10.037,0.314,0.29,0.024
1,1,0.038,5500,0.938,387.523,0.288,0.28,0.008
1,2,0.038,5500,0.938,17.874,0.288,0.28,0.008
1,1,0.038,5600,0.955,304.101,0.271,0.281,-0.01
1,2,0.038,5600,0.955,34.278,0.272,0.281,-0.009
1,1,0.038,5650,0.964,262.39,0.258,0.272,-0.014
1,2,0.038,5650,0.964,42.48,0.258,0.272,-0.014
1,1,0.038,5700,0.972,220.679,0.244,0.258,-0.014
1,2,0.038,5700,0.972,50.682,0.244,0.258,-0.014
1,1,0.038,5750,0.981,178.968,0.241,0.239,0.001
1,2,0.038,5750,0.981,58.884,0.241,0.239,0.001
1,1,0.038,5800,0.989,137.257,0.234,0.216,0.018
1,2,0.038,5800,0.989,67.086,0.234,0.216,0.018
1,1,0.038,5850,0.998,95.546,0.222,0.186,0.036
1,2,0.038,5850,0.998,75.288,0.222,0.186,0.036
1,1,0.038,5900,1.006,73.718,0.225,0.191,0.033
1,2,0.038,5900,1.006,103.374,0.225,0.191,0.033
1,1,0.038,5950,1.015,64.857,0.225,0.216,0.009
1,2,0.038,5950,1.015,144.426,0.225,0.216,0.009
1,1,0.038,6000,1.024,55.995,0.217,0.235,-0.018
1,2,0.038,6000,1.024,185.477,0.217,0.235,-0.018
1,1,0.038,6050,1.032,47.134,0.22,0.248,-0.028
1,2,0.038,6050,1.032,226.529,0.22,0.248,-0.028
1,1,0.038,6100,1.041,38.272,0.216,0.256,-0.04
1,2,0.038,6100,1.041,267.581,0.216,0.256,-0.04
1,1,0.038,6150,1.049,29.411,0.211,0.259,-0.047
1,2,0.038,6150,1.049,308.633,0.211,0.259,-0.047
1,1,0.038,6200,1.058,20.55,0.213,0.254,-0.041
1,2,0.038,6200,1.058,349.684,0.213,0.254,-0.041
1,1,0.038,6250,1.066,11.688,0.213,0.238,-0.025
1,2,0.038,6250,1.066,390.736,0.214,0.238,-0.024
1,1,0.038,6300,1.075,2.827,0.215,0.194,0.021
1,2,0.038,6300,1.075,431.788,0.215,0.194,0.021
1,1,0.038,6350,1.083,1.57,0.22,0.194,0.026
1,2,0.038,6350,1.083,480.444,0.22,0.194,0.027
1,1,0.038,6400,1.092,1.396,0.219,0.206,0.012
1,2,0.038,6400,1.092,530.183,0.219,0.206,0.012
1,1,0.038,6450,1.1,1.222,0.216,0.216,0
1,2,0.038,6450,1.1,579.922,0.216,0.217,-0.002
1,1,0.038,6500,1.109,1.048,0.225,0.228,-0.003
1,2,0.038,6500,1.109,629.661,0.225,0.228,-0.003
1,1,0.038,6600,1.126,0.699,0.244,0.244,0
1,2,0.038,6600,1.126,729.139,0.244,0.244,0
1,1,0.038,6700,1.143,0.351,0.269,0.25,0.019
1,2,0.038,6700,1.143,828.617,0.269,-1,1.269
1,1,0.038,6800,1.16,0.085,0.275,0.25,0.025
1,1,0.038,7000,1.194,0.051,0.3,0.25,0.05
1,1,0.038,6900,1.177,0.068,0.3,0.25,0.05
1,1,0.115,7000,1.194,1.089,0.209,0.209,0
1,1,0.115,5000,0.853,895.653,0.307,0.286,0.021
1,2,0.115,7000,1.194,1104.906,0.213,0.209,0.003
1,2,0.115,5000,0.853,9.859,0.307,0.286,0.021
1,1,0.115,5200,0.887,708.831,0.283,0.276,0.007
1,2,0.115,5200,0.887,21.998,0.283,0.276,0.007
1,1,0.115,5400,0.921,528.451,0.264,0.256,0.007
1,2,0.115,5400,0.921,40.578,0.264,0.256,0.007
1,1,0.115,5500,0.938,441.376,0.249,0.243,0.006
1,2,0.115,5500,0.938,52.984,0.249,0.243,0.006
1,1,0.115,5600,0.955,367.707,0.241,0.245,-0.004
1,2,0.115,5600,0.955,78.795,0.24,0.245,-0.004
1,1,0.115,5650,0.964,330.872,0.235,0.242,-0.006
1,2,0.115,5650,0.964,91.701,0.235,0.242,-0.006
1,1,0.115,5700,0.972,294.037,0.231,0.236,-0.005
1,2,0.115,5700,0.972,104.607,0.231,0.236,-0.005
1,1,0.115,5750,0.981,257.202,0.226,0.228,-0.002
1,2,0.115,5750,0.981,117.512,0.226,0.228,-0.002
1,1,0.115,5800,0.989,220.368,0.221,0.218,0.003
1,2,0.115,5800,0.989,130.418,0.221,0.218,0.003
1,1,0.115,5850,0.998,183.533,0.218,0.206,0.012
1,2,0.115,5850,0.998,143.323,0.218,0.206,0.012
1,1,0.115,5900,1.006,151.481,0.214,0.197,0.018
1,2,0.115,5900,1.006,161.012,0.214,0.197,0.017
1,1,0.115,5950,1.015,135.889,0.212,0.206,0.007
1,2,0.115,5950,1.015,195.16,0.212,0.206,0.007
1,1,0.115,6000,1.024,120.297,0.207,0.212,-0.004
1,2,0.115,6000,1.024,229.308,0.207,0.212,-0.004
1,1,0.115,6050,1.032,104.705,0.206,0.215,-0.008
1,2,0.115,6050,1.032,263.457,0.206,0.215,-0.009
1,1,0.115,6100,1.041,89.113,0.202,0.215,-0.013
1,2,0.115,6100,1.041,297.605,0.202,0.215,-0.013
1,1,0.115,6150,1.049,73.522,0.201,0.213,-0.012
1,2,0.115,6150,1.049,331.754,0.201,0.213,-0.012
1,1,0.115,6200,1.058,57.93,0.199,0.208,-0.009
1,2,0.115,6200,1.058,365.902,0.2,0.208,-0.008
1,1,0.115,6250,1.066,42.338,0.196,0.198,-0.002
1,2,0.115,6250,1.066,400.05,0.196,0.198,-0.002
1,1,0.115,6300,1.075,26.746,0.195,0.183,0.012
1,2,0.115,6300,1.075,434.199,0.195,0.183,0.012
1,1,0.115,6350,1.083,17.605,0.193,0.175,0.018
1,2,0.115,6350,1.083,474.798,0.193,0.175,0.018
