Active,"Option
type",Maturity,Strike,Moneyness,"Option
price","Implied
vol.","Calibrated
vol.","Market vol. -
Calibrated vol."
-1,2,0.038,3600,0.588,0,0.781,-1,1.781
-1,1,0.038,10000,1.633,0,0.725,-1,1.725
-1,2,0.038,3800,0.62,0,0.725,-1,1.725
-1,1,0.038,9600,1.567,0,0.65,-1,1.65
-1,2,0.038,4000,0.653,0,0.65,-1,1.65
-1,1,0.038,9200,1.502,0,0.613,-1,1.613
1,2,0.038,4200,0.686,0,0.65,-1,1.65
-1,1,0.038,9000,1.469,0,0.575,-1,1.575
1,2,0.038,4400,0.718,0,0.575,-1,1.575
1,1,0.038,8800,1.437,0,0.575,-1,1.575
1,2,0.038,4600,0.751,0,0.5,-1,1.5
-1,1,0.038,8600,1.404,0,0.5,-1,1.5
1,2,0.038,4800,0.784,0,0.425,0.3,0.125
1,1,0.038,8400,1.371,0,0.5,-1,1.5
1,2,0.038,5000,0.816,0.006,0.35,0.3,0.05
1,1,0.038,5200,0.849,941.612,0.363,-1,1.363
1,2,0.038,5200,0.849,0.032,0.359,0.25,0.109
1,1,0.038,5250,0.857,891.769,0.347,-1,1.347
1,2,0.038,5250,0.857,0.101,0.344,0.25,0.094
1,1,0.038,5300,0.865,842.017,0.331,-1,1.331
1,2,0.038,5300,0.865,0.26,0.331,0.275,0.056
1,1,0.038,5350,0.873,792.265,0.319,-1,1.319
1,2,0.038,5350,0.873,0.42,0.316,0.269,0.047
1,1,0.038,5400,0.882,742.513,0.3,-1,1.3
1,2,0.038,5400,0.882,0.579,0.3,0.263,0.038
1,1,0.038,5450,0.89,692.76,0.281,0.253,0.028
1,2,0.038,5450,0.89,0.738,0.278,0.253,0.025
1,1,0.038,5500,0.898,643.008,0.272,0.241,0.031
1,2,0.038,5500,0.898,0.898,0.272,0.241,0.031
1,1,0.038,5550,0.906,594.14,0.266,0.25,0.016
1,2,0.038,5550,0.906,1.941,0.266,0.25,0.016
1,1,0.038,5600,0.914,545.756,0.257,0.253,0.004
1,2,0.038,5600,0.914,3.468,0.256,0.253,0.003
1,1,0.038,5650,0.922,497.372,0.248,0.248,0
1,2,0.038,5650,0.922,4.996,0.248,0.248,0
1,1,0.038,5700,0.931,448.988,0.237,0.24,-0.003
1,2,0.038,5700,0.931,6.524,0.236,0.24,-0.004
1,1,0.038,5750,0.939,400.604,0.231,0.227,0.004
1,2,0.038,5750,0.939,8.051,0.23,0.227,0.003
1,1,0.038,5800,0.947,352.22,0.226,0.213,0.012
1,2,0.038,5800,0.947,9.579,0.225,0.213,0.012
1,1,0.038,5850,0.955,308.484,0.216,0.217,-0.001
1,2,0.038,5850,0.955,15.754,0.216,0.217,-0.001
1,1,0.038,5900,0.963,268.347,0.21,0.224,-0.014
1,2,0.038,5900,0.963,25.529,0.21,0.224,-0.014
1,1,0.038,5950,0.971,228.209,0.206,0.222,-0.016
1,2,0.038,5950,0.971,35.303,0.206,0.222,-0.016
1,1,0.038,6000,0.98,188.072,0.199,0.213,-0.014
1,2,0.038,6000,0.98,45.077,0.199,0.213,-0.014
1,1,0.038,6050,0.988,147.935,0.195,0.198,-0.003
1,2,0.038,6050,0.988,54.852,0.195,0.198,-0.003
1,1,0.038,6100,0.996,107.798,0.192,0.177,0.015
1,2,0.038,6100,0.996,64.626,0.192,0.177,0.015
1,1,0.038,6150,1.004,72,0.188,0.157,0.031
1,2,0.038,6150,1.004,78.739,0.188,0.157,0.031
1,1,0.038,6200,1.012,61.592,0.188,0.181,0.007
1,2,0.038,6200,1.012,118.243,0.188,0.181,0.007
1,1,0.038,6250,1.02,51.184,0.186,0.197,-0.011
1,2,0.038,6250,1.02,157.746,0.186,0.197,-0.011
1,1,0.038,6300,1.029,40.776,0.185,0.206,-0.021
1,2,0.038,6300,1.029,197.25,0.185,0.206,-0.021
1,1,0.038,6350,1.037,30.368,0.188,0.209,-0.022
1,2,0.038,6350,1.037,236.754,0.188,0.209,-0.022
1,1,0.038,6400,1.045,19.96,0.183,0.204,-0.021
1,2,0.038,6400,1.045,276.257,0.184,0.204,-0.021
1,1,0.038,6450,1.053,9.552,0.187,0.186,0.001
1,2,0.038,6450,1.053,315.761,0.186,0.186,0
1,1,0.038,6500,1.061,2.894,0.183,0.161,0.022
1,2,0.038,6500,1.061,359.014,0.182,0.161,0.021
1,1,0.038,6550,1.069,2.494,0.188,0.173,0.014
1,2,0.038,6550,1.069,408.526,0.188,0.173,0.015
1,1,0.038,6600,1.078,2.095,0.186,0.186,0
1,2,0.038,6600,1.078,458.038,0.186,0.186,0
1,1,0.038,6650,1.086,1.696,0.188,0.195,-0.008
1,2,0.038,6650,1.086,507.55,0.188,0.195,-0.008
1,1,0.038,6700,1.094,1.296,0.197,0.203,-0.006
1,2,0.038,6700,1.094,557.063,0.197,0.203,-0.006
1,1,0.038,6750,1.102,0.897,0.202,0.206,-0.005
1,2,0.038,6750,1.102,606.575,0.206,0.206,0
1,1,0.038,6800,1.11,0.497,0.206,0.206,0
-1,1,0.038,8200,1.339,0,0.425,-1,1.425
1,1,0.038,6850,1.118,0.184,0.213,0.194,0.019
-1,1,0.038,8000,1.306,0,0.394,0.3,0.094
1,1,0.038,6900,1.126,0.16,0.213,0.213,0
-1,1,0.038,7800,1.273,0,0.375,0.3,0.075
