Maturity,Price
"0,0833333333333","0,995923281321"
"0,166666666667","0,99189765758"
"0,25","0,987939593413"
"0,333333333333","0,984067499908"
"0,416666666667","0,980228904183"
"0,5","0,976442381554"
"0,583333333333","0,972660767947"
"0,666666666667","0,968920146722"
"0,75","0,96521970325"
"0,833333333333","0,961513226502"
"0,916666666667","0,95783660128"
1,"0,95419118938"
"1,08333333333","0,950484603634"
"1,16666666667","0,946795729058"
"1,25","0,943122446338"
"1,33333333333","0,939451312739"
"1,41666666667","0,935793650596"
"1,5","0,932151859951"
"1,58333333333","0,928514864772"
"1,66666666667","0,924891471773"
"1,75","0,921281632478"
"1,83333333333","0,917563299836"
"1,91666666667","0,913850029295"
2,"0,910140362474"
"2,08333333333","0,906502837"
"2,16666666667","0,902875832791"
"2,25","0,89925569442"
"2,33333333333","0,895640249357"
"2,41666666667","0,892033245668"
"2,5","0,888434698918"
"2,58333333333","0,884838084115"
"2,66666666667","0,881247348789"
"2,75","0,877664632876"
"2,83333333333","0,874009664445"
"2,91666666667","0,870356306516"
3,"0,866706940688"
"3,08333333333","0,86308194257"
"3,16666666667","0,859462013401"
"3,25","0,855847217823"
"3,33333333333","0,852234912271"
"3,41666666667","0,848627756682"
"3,5","0,845025815989"
"3,58333333333","0,841420534831"
"3,66666666667","0,837820272747"
"3,75","0,834225098281"
"3,83333333333","0,830522844514"
"3,91666666667","0,826821961077"
4,"0,823122578842"
"4,08333333333","0,81954593409"
"4,16666666667","0,815974874921"
"4,25","0,812409465037"
"4,33333333333","0,808846430091"
"4,41666666667","0,805289072374"
"4,5","0,801737455729"
"4,58333333333","0,798174229656"
"4,66666666667","0,794619927921"
"4,75","0,791071184441"
"4,83333333333","0,787426635545"
"4,91666666667","0,783788910027"
5,"0,780154543427"
"5,08333333333","0,776636328921"
"5,16666666667","0,773120516386"
"5,25","0,769610879883"
"5,33333333333","0,766095820803"
"5,41666666667","0,762586806368"
"5,5","0,759087872872"
"5,58333333333","0,755591184648"
"5,66666666667","0,752100735068"
"5,75","0,748620681042"
"5,83333333333","0,745039625047"
"5,91666666667","0,741463055012"
6,"0,737891073026"
"6,08333333333","0,734425693443"
"6,16666666667","0,730971173755"
"6,25","0,727519044182"
"6,33333333333","0,724077970541"
"6,41666666667","0,720648121607"
"6,5","0,717220803484"
"6,58333333333","0,713791502952"
"6,66666666667","0,710373567497"
"6,75","0,70695809291"
"6,83333333333","0,703467412106"
"6,91666666667","0,69998719731"
7,"0,696508369422"
"7,08333333333","0,693189423077"
"7,16666666667","0,689878670676"
"7,25","0,686576146814"
"7,33333333333","0,683272371414"
"7,41666666667","0,679976770139"
"7,5","0,676694196713"
"7,58333333333","0,673405386458"
"7,66666666667","0,670124740248"
"7,75","0,66685229551"
"7,83333333333","0,663489437973"
"7,91666666667","0,660133765601"
8,"0,656790327785"
"8,08333333333","0,653604611173"
"8,16666666667","0,650427885924"
"8,25","0,647265237517"
"8,33333333333","0,644101488458"
"8,41666666667","0,640946737824"
"8,5","0,637806147566"
"8,58333333333","0,634659144992"
"8,66666666667","0,631526293437"
"8,75","0,628397256915"
"8,83333333333","0,625188195117"
"8,91666666667","0,621982138135"
9,"0,618784343513"
"9,08333333333","0,61575390157"
"9,16666666667","0,612733087588"
"9,25","0,609721906011"
"9,33333333333","0,606709626062"
"9,41666666667","0,603712291309"
"9,5","0,600724560375"
"9,58333333333","0,597735580038"
"9,66666666667","0,594756133573"
"9,75","0,591786227241"
"9,83333333333","0,58873808999"
"9,91666666667","0,58569342504"
10,"0,582657725246"
"10,0833333333","0,579747303028"
"10,1666666667","0,576846605943"
"10,25","0,573950061147"
"10,3333333333","0,571063207612"
"10,4166666667","0,568180439972"
"10,5","0,565312954375"
"10,5833333333","0,56243824873"
"10,6666666667","0,559573144044"
"10,75","0,556717643066"
"10,8333333333","0,553814933434"
"10,9166666667","0,550927251686"
11,"0,548048941972"
"11,0833333333","0,54523150321"
"11,1666666667","0,542423687369"
"11,25","0,539625495487"
"11,3333333333","0,536842687561"
"11,4166666667","0,53406952892"
"11,5","0,531306018793"
"11,5833333333","0,528540567302"
"11,6666666667","0,525784717969"
"11,75","0,523044287165"
"11,8333333333","0,520214442471"
"11,9166666667","0,517393899833"
12,"0,514582674778"
"12,0833333333","0,511962183517"
"12,1666666667","0,509351593574"
"12,25","0,506756762543"
"12,3333333333","0,50416005724"
"12,4166666667","0,501573189063"
"12,5","0,498996143448"
"12,5833333333","0,496422997156"
"12,6666666667","0,493853710853"
