Strike,Maturity,Implied vol.,Option price,Implied delta,Implied gamma,Implied theta,Local delta,Local gamma
4108.9,0.2,0.33125,1801.8,0.994964,0.0000179873,41.0589,0.991225,0.0000313493
4294.27,0.2,0.323438,1619.82,0.989646,0.0000335144,74.6978,0.982474,0.0000598453
4479.63,0.2,0.317188,1439.49,0.979878,0.0000594986,130.049,0.967249,0.000105403
4664.99,0.2,0.304688,1260.4,0.966281,0.000094669,198.769,0.947195,0.000163681
4850.36,0.2,0.297266,1085.78,0.942466,0.000148578,304.357,0.913507,0.00024824
5035.72,0.2,0.280859,912.948,0.913165,0.000215264,416.626,0.874375,0.000343284
5221.09,0.2,0.27207,749.682,0.864885,0.000304873,571.592,0.814241,0.000454951
5406.45,0.2,0.25459,590.322,0.805978,0.000411897,722.628,0.745536,0.000573391
5591.81,0.2,0.244434,448.141,0.720937,0.000524264,883.072,0.654306,0.000659285
5777.18,0.2,0.231641,320.142,0.616771,0.000628159,1002.7,0.544489,0.000718303
5962.54,0.2,0.212109,204.9,0.492845,0.000716668,1047.52,0.430692,0.000725537
6147.91,0.2,0.21543,136.183,0.369169,0.00066735,990.706,0.302398,0.000544072
6333.27,0.2,0.194531,67.4661,0.235339,0.000602367,807.487,0.174104,0.000362607
6518.63,0.2,0.193359,36.3135,0.144586,0.000448233,597.248,0.106492,0.000244562
6704,0.2,0.199902,21.3559,0.090769,0.000311452,429.037,0.0650242,0.000153807
6889.36,0.2,0.182031,6.39843,0.0350943,0.000162075,203.304,0.0235561,0.000063053
7074.73,0.2,0.194531,4.31851,0.0230696,0.000106984,143.415,0.0162348,0.0000439898
7260.09,0.2,0.201563,2.44817,0.0136084,0.0000658197,91.422,0.00946518,0.0000260782
7445.45,0.2,0.190625,0.67078,0.00419573,0.00002471,32.4592,0.00302393,0.00000902167
4108.9,0.242105,0.326563,1810.46,0.991484,0.0000255206,69.521,0.985386,0.000047482
4294.27,0.242105,0.320313,1629.86,0.983918,0.0000443463,118.492,0.973397,0.0000823516
4479.63,0.242105,0.313281,1451.23,0.971872,0.0000720927,188.402,0.955037,0.000130929
4664.99,0.242105,0.301563,1274.32,0.955624,0.000108368,272.607,0.931086,0.000191535
4850.36,0.242105,0.294141,1102.38,0.92931,0.000159923,392.397,0.894622,0.00026935
5035.72,0.242105,0.279883,932.889,0.897102,0.000222292,518.99,0.852031,0.00035559
5221.09,0.242105,0.271582,773.27,0.848173,0.000300196,680.089,0.791731,0.000445342
5406.45,0.242105,0.257227,618.665,0.788931,0.000389561,835.895,0.722443,0.000536871
5591.81,0.242105,0.24668,478.939,0.710109,0.000480762,989.29,0.637136,0.000598584
5777.18,0.242105,0.236133,354.254,0.614946,0.000560821,1104.69,0.535639,0.000630159
5962.54,0.242105,0.217188,237.964,0.5049,0.000636183,1152.59,0.432266,0.000636064
6147.91,0.242105,0.219043,165.529,0.393175,0.00060802,1110.98,0.319102,0.000507967
6333.27,0.242105,0.201758,93.0938,0.273427,0.000571102,961.177,0.205939,0.00037987
6518.63,0.242105,0.198242,53.8791,0.181223,0.000460304,761.203,0.134616,0.000275437
6704,0.242105,0.202539,33.3531,0.120863,0.000343732,580.75,0.0868229,0.000184294
6889.36,0.242105,0.186719,12.8271,0.057638,0.000214055,333.405,0.0390296,0.0000931516
7074.73,0.242105,0.194922,8.14907,0.0374139,0.000144966,235.715,0.0259628,0.0000638658
