date,stock(%),vol
0,1.00,0.350023
0.007534,0.92749,0.353809
0.007534,1.000536,0.276198
0.007534,1.079334,0.067813
0.015068,0.860238,0.35318
0.015068,0.927987,0.378082
0.015068,1.001072,0.187602
0.015068,1.079913,0.067813
0.015068,1.164962,0.208742
0.022603,0.797863,0.277776
0.022603,0.860699,0.412995
0.022603,0.928485,0.338907
0.022603,1.001608,0.158612
0.022603,1.080491,0.067813
0.022603,1.165586,0.192865
0.022603,1.257384,0.222209
0.030137,0.74001,0.256852
0.030137,0.79829,0.2979
0.030137,0.86116,0.369334
0.030137,0.928982,0.320117
0.030137,1.002145,0.200383
0.030137,1.08107,0.119116
0.030137,1.166211,0.182642
0.030137,1.258057,0.211516
0.030137,1.357137,0.225428
,,
0.039003,0.686235,0.250615
0.039003,0.74028,0.273628
0.039003,0.798582,0.306883
0.039003,0.861475,0.344523
0.039003,0.929321,0.30556
0.039003,1.002511,0.215015
0.039003,1.081465,0.136584
0.039003,1.166637,0.176893
0.039003,1.258517,0.203258
0.039003,1.357633,0.218407
0.039003,1.464554,0.227659
,,
0.047869,0.636368,0.247892
0.047869,0.686485,0.265103
0.047869,0.74055,0.286455
0.047869,0.798873,0.312353
0.047869,0.861789,0.331056
0.047869,0.929661,0.294227
0.047869,1.002877,0.219329
0.047869,1.08186,0.141257
0.047869,1.167063,0.17267
0.047869,1.258976,0.19677
0.047869,1.358128,0.212374
0.047869,1.465089,0.222502
0.047869,1.580474,0.229134
,,
0.056735,0.590124,0.246123
0.056735,0.6366,0.260757
0.056735,0.686736,0.277622
0.056735,0.740821,0.297061
0.056735,0.799165,0.317071
0.056735,0.862104,0.324384
0.056735,0.93,0.285137
0.056735,1.003243,0.219647
0.056735,1.082255,0.139748
0.056735,1.167489,0.168935
0.056735,1.259436,0.191568
0.056735,1.358624,0.207259
0.056735,1.465624,0.21796
0.056735,1.581051,0.225276
0.056735,1.705569,0.230224
,,
0.065601,0.547241,0.244636
0.065601,0.59034,0.257618
0.065601,0.636832,0.272324
0.065601,0.686987,0.288743
0.065601,0.741091,0.306458
0.065601,0.799457,0.322006
0.065601,0.862419,0.321856
0.065601,0.93034,0.277662
0.065601,1.00361,0.219075
0.065601,1.08265,0.135564
0.065601,1.167915,0.165595
0.065601,1.259896,0.187383
0.065601,1.35912,0.202979
0.065601,1.466159,0.214021
0.065601,1.581628,0.221855
0.065601,1.706191,0.227369
0.065601,1.840564,0.231129
,,
0.074467,0.507474,0.243245
0.074467,0.547441,0.254841
0.074467,0.590555,0.268085
0.074467,0.637065,0.282845
0.074467,0.687238,0.298871
0.074467,0.741362,0.315202
0.074467,0.799749,0.327418
0.074467,0.862734,0.321993
0.074467,0.930679,0.271629
0.074467,1.003976,0.219184
0.074467,1.083045,0.131128
0.074467,1.168342,0.162944
0.074467,1.260356,0.184104
0.074467,1.359617,0.19946
0.074467,1.466695,0.210658
0.074467,1.582206,0.218869
0.074467,1.706814,0.224859
