Strike,Maturity,Implied vol.,Option price,Implied delta,Implied gamma,Implied theta,Local delta,Local gamma
4970.88,0.326316,0.262891,1135.15,0.920926,0.000159404,494.866,0.884337,0.000275668
5160.85,0.326316,0.255469,966.446,0.884059,0.000219079,660.923,0.836145,0.000351924
5350.82,0.326316,0.242969,801.502,0.839486,0.000289037,829.309,0.780931,0.000430899
5540.79,0.326316,0.237402,651.843,0.775572,0.000364578,1022.09,0.705448,0.000495205
5730.76,0.326316,0.22373,505.993,0.703138,0.000447906,1183.38,0.626207,0.000553491
5920.73,0.326316,0.218994,385.415,0.611288,0.000507644,1312.82,0.527975,0.000561074
6110.71,0.326316,0.205273,270.419,0.510022,0.000564022,1367.23,0.4293,0.000556858
6300.68,0.326316,0.203125,190.228,0.405508,0.000554461,1329.99,0.32787,0.00047911
6490.65,0.326316,0.187891,112.986,0.293332,0.000532321,1181.11,0.228724,0.000399602
6680.62,0.326316,0.191211,75.5454,0.21295,0.00044178,997.545,0.160364,0.000296283
6870.59,0.326316,0.179199,38.1051,0.129194,0.000341807,723.32,0.0920038,0.000192965
7060.56,0.326316,0.182227,23.4686,0.0850938,0.000248555,534.87,0.0600267,0.000132533
7250.53,0.326316,0.180078,12.3597,0.0497645,0.00016596,352.92,0.0336744,0.0000787258
7440.5,0.326316,0.176563,5.82875,0.0262961,0.000100452,209.444,0.0175616,0.0000444449
7630.47,0.326316,0.180469,3.51155,0.0162341,0.0000653301,139.229,0.0108713,0.0000281279
4211,0.368421,0.289063,1863.9,0.983794,0.0000335581,129.333,0.974979,0.0000693954
4400.97,0.368421,0.283594,1681.3,0.974014,0.0000538766,203.712,0.959669,0.000107935
4590.94,0.368421,0.278516,1501.31,0.959021,0.0000823765,305.895,0.937521,0.000157126
4780.91,0.368421,0.269336,1323.61,0.939826,0.000117651,422.484,0.909995,0.000213122
4970.88,0.368421,0.261914,1150.92,0.912029,0.000163543,571.098,0.871718,0.000279216
5160.85,0.368421,0.254297,984.135,0.874948,0.000218717,741.554,0.823581,0.000347107
5350.82,0.368421,0.242773,821.667,0.830203,0.000282498,914.399,0.768229,0.00041631
5540.79,0.368421,0.236719,673.473,0.768782,0.000349996,1104.63,0.695875,0.000471237
5730.76,0.368421,0.223145,528.425,0.699762,0.000424838,1263.95,0.620198,0.000522366
5920.73,0.368421,0.21875,408.962,0.612938,0.000477683,1393.18,0.527365,0.000527506
6110.71,0.368421,0.205078,292.705,0.51786,0.000530915,1451.66,0.434332,0.000526747
6300.68,0.368421,0.203223,211.45,0.419343,0.00052564,1424.23,0.339119,0.000461653
6490.65,0.368421,0.188379,130.651,0.312727,0.000514164,1291.38,0.244216,0.000396252
6680.62,0.368421,0.191113,90.0109,0.233326,0.000438172,1116.49,0.176512,0.000303758
6870.59,0.368421,0.180762,49.3705,0.151207,0.000354867,855.247,0.108808,0.000211264
7060.56,0.368421,0.181641,30.6123,0.101515,0.000267354,647.469,0.0721233,0.000148966
7250.53,0.368421,0.179688,17.1699,0.0628516,0.000188168,450.8,0.0429715,0.0000939963
7440.5,0.368421,0.175,8.41759,0.0344945,0.000119439,278.679,0.0233134,0.0000554459
7630.47,0.368421,0.178906,5.2765,0.022292,0.0000812139,193.72,0.0150111,0.0000365317
4211,0.410526,0.2875,1873.12,0.980416,0.0000385027,164.454,0.969584,0.0000793632
4400.97,0.410526,0.282422,1691.84,0.969287,0.0000596586,250.315,0.952421,0.000118507
4590.94,0.410526,0.276563,1513.25,0.953413,0.0000876842,360.272,0.928925,0.000165988
4780.91,0.410526,0.267383,1336.95,0.933311,0.00012201,484.67,0.900392,0.00021903
4970.88,0.410526,0.260352,1166.15,0.90461,0.000165772,641.192,0.861131,0.000280085
5160.85,0.410526,0.252344,1000.84,0.867805,0.000217176,814.179,0.813467,0.000341548
5350.82,0.410526,0.241602,840.337,0.823208,0.000276027,990.759,0.758429,0.00040337
5540.79,0.410526,0.234961,693.085,0.764135,0.00033779,1179.12,0.68888,0.000452072
5730.76,0.410526,0.221777,548.902,0.697768,0.000406157,1338.22,0.61597,0.000497736
5920.73,0.410526,0.21748,429.753,0.615018,0.000454428,1468.25,0.527688,0.000502424
6110.71,0.410526,0.203711,312.209,0.524736,0.000505825,1530.84,0.439037,0.00050447
6300.68,0.410526,0.202246,230.308,0.43087,0.000503109,1511.67,0.348556,0.000447738
6490.65,0.410526,0.188965,148.407,0.32999,0.000496516,1393.9,0.258075,0.000391005
6680.62,0.410526,0.190234,103.414,0.250602,0.000433461,1225.05,0.190128,0.000308339
6870.59,0.410526,0.181055,60.2183,0.170024,0.000362342,974.642,0.123277,0.00022441
7060.56,0.410526,0.180273,37.6053,0.116112,0.000281071,752.773,0.0828906,0.000161932
7250.53,0.410526,0.178516,22.1048,0.0750039,0.000205621,545.331,0.0516461,0.000106858
7440.5,0.410526,0.173047,11.1201,0.0425671,0.000135818,349.171,0.0288198,0.0000651515
7630.47,0.410526,0.176953,7.19974,0.0284892,0.0000955324,251.145,0.0191593,0.0000443455
4211,0.452632,0.285938,1882.47,0.977065,0.0000428546,200.719,0.964309,0.0000878387
4400.97,0.452632,0.280859,1702.47,0.964901,0.0000643301,295.953,0.945616,0.00012691
4590.94,0.452632,0.274609,1525.15,0.948264,0.0000918397,413.11,0.921118,0.000172537
4780.91,0.452632,0.265234,1350.11,0.927625,0.000125042,543.259,0.891894,0.000222819
4970.88,0.452632,0.258594,1181.02,0.898268,0.000166819,706.615,0.851961,0.0002795
5160.85,0.452632,0.250293,1016.98,0.861851,0.000215039,881.63,0.804862,0.000335769
5350.82,0.452632,0.240234,858.251,0.81754,0.000269744,1061.47,0.750236,0.000391605
5540.79,0.452632,0.233301,711.805,0.760432,0.000326793,1248.85,0.683166,0.000435504
5730.76,0.452632,0.220996,569.153,0.696116,0.000389122,1408.61,0.612253,0.000475714
5920.73,0.452632,0.216211,449.59,0.61721,0.000434558,1539.03,0.528333,0.000481195
6110.71,0.452632,0.203027,331.792,0.531113,0.00048277,1605.52,0.443419,0.000484024
6300.68,0.452632,0.201514,248.674,0.441311,0.000482899,1593.97,0.357126,0.000434974
6490.65,0.452632,0.189941,166.428,0.345856,0.000479009,1490.33,0.270799,0.000384623
6680.62,0.452632,0.189648,117.096,0.266596,0.000427539,1328.14,0.20283,0.000311019
6870.59,0.452632,0.181445,71.5932,0.18773,0.000366472,1089.2,0.136996,0.000234709
7060.56,0.452632,0.179297,45.1367,0.130452,0.00029201,857.61,0.0935081,0.00017322
7250.53,0.452632,0.177637,27.5755,0.0872512,0.000220584,641.841,0.0604542,0.000118647
7440.5,0.452632,0.171289,14.172,0.0508378,0.000150682,422.777,0.0345684,0.0000745208
7630.47,0.452632,0.175,9.42544,0.0348631,0.000108701,311.596,0.0236042,0.0000521337
4211,0.494737,0.283984,1891.62,0.973884,0.0000465057,236.456,0.95932,0.0000948155
4400.97,0.494737,0.279297,1712.91,0.9607,0.0000682395,341.233,0.93921,0.000133595
4590.94,0.494737,0.272852,1536.87,0.943394,0.0000951958,465.044,0.913742,0.000177501
4780.91,0.494737,0.263672,1363.15,0.922118,0.000127419,601.519,0.88378,0.000225325
4970.88,0.494737,0.257422,1195.91,0.892213,0.000167266,770.91,0.843087,0.000277947
5160.85,0.494737,0.249219,1033.34,0.855944,0.000212589,948.575,0.796331,0.000329481
5350.82,0.494737,0.239941,876.632,0.811845,0.000263336,1131.27,0.741971,0.000379651
5540.79,0.494737,0.233008,731.382,0.756438,0.000315789,1317.4,0.677088,0.000418782
5730.76,0.494737,0.221777,590.654,0.694001,0.000372005,1477.12,0.608056,0.000453559
5920.73,0.494737,0.216602,471.053,0.618894,0.000414314,1606.72,0.528392,0.000459211
6110.71,0.494737,0.204688,354.357,0.537085,0.000457385,1676.19,0.447268,0.00046086
6300.68,0.494737,0.202148,268.541,0.451332,0.000461972,1672,0.365031,0.00042058
6490.65,0.494737,0.191504,185.324,0.360643,0.000461249,1581.48,0.2827,0.000376773
6680.62,0.494737,0.190039,131.915,0.282302,0.00041976,1428.21,0.215295,0.000311844
6870.59,0.494737,0.182715,84.2187,0.205487,0.000367662,1202.74,0.150749,0.000242867
7060.56,0.494737,0.179492,53.9327,0.145706,0.000300845,966.803,0.104854,0.000183692
7250.53,0.494737,0.178027,34.2541,0.100872,0.000234303,746.817,0.0703196,0.000130484
7440.5,0.494737,0.171094,18.1876,0.0608098,0.000166194,509.094,0.0415266,0.0000848852
7630.47,0.494737,0.174609,12.3839,0.0427513,0.00012304,384.649,0.0290415,0.0000608956
4211,0.536842,0.282031,1900.82,0.970819,0.0000496623,272.111,0.95435,0.000100879
4400.97,0.536842,0.277734,1723.39,0.95673,0.0000714926,385.756,0.932996,0.000139003
4590.94,0.536842,0.271484,1548.69,0.938687,0.0000979802,516.779,0.906602,0.000181188
4780.91,0.536842,0.2625,1376.34,0.916874,0.0001292,658.893,0.875913,0.00022666
4970.88,0.536842,0.256836,1211.04,0.886373,0.000167227,834.419,0.834527,0.000275383
5160.85,0.536842,0.248926,1050.02,0.850153,0.000209836,1014.78,0.788085,0.000322596
5350.82,0.536842,0.24043,895.434,0.806292,0.000256839,1199.69,0.734051,0.000367542
5540.79,0.536842,0.233496,751.468,0.752541,0.00030509,1383.98,0.671217,0.000402452
5730.76,0.536842,0.223242,612.724,0.691948,0.000355786,1543.08,0.604059,0.000432429
5920.73,0.536842,0.217822,493.157,0.620373,0.000394988,1671.5,0.528274,0.000438133
6110.71,0.536842,0.206934,377.533,0.542593,0.000433657,1743.41,0.450714,0.000438844
6300.68,0.536842,0.203418,289.213,0.460722,0.000441817,1746.04,0.372285,0.000405876
6490.65,0.536842,0.193652,204.991,0.374596,0.000443347,1667.97,0.293724,0.000367851
6680.62,0.536842,0.191113,147.729,0.29754,0.00041066,1524.74,0.227318,0.000311021
6870.59,0.536842,0.184473,97.9439,0.22283,0.000366435,1313.26,0.164283,0.000248977
7060.56,0.536842,0.180469,63.8617,0.161438,0.000307406,1077.8,0.116592,0.000193003
7250.53,0.536842,0.179102,42.0432,0.115213,0.000246026,856.056,0.0808836,0.000141769
7440.5,0.536842,0.171875,23.1328,0.0721124,0.000181223,605.128,0.0494289,0.0000956192
7630.47,0.536842,0.175195,16.1069,0.0519224,0.000137562,468.211,0.0353571,0.0000702443
4211,0.578947,0.28125,1910.26,0.967441,0.0000528482,311.413,0.949241,0.00010628
4400.97,0.578947,0.276563,1734.06,0.952819,0.0000743486,430.805,0.926914,0.000143356
4590.94,0.578947,0.270508,1560.67,0.934121,0.000100296,568.433,0.899754,0.000183758
4780.91,0.578947,0.261914,1389.77,0.911712,0.00013056,716.443,0.86833,0.000226959
4970.88,0.578947,0.256641,1226.19,0.880833,0.000166759,896.661,0.826682,0.000272055
5160.85,0.578947,0.24873,1066.58,0.844952,0.00020688,1078.11,0.780694,0.000315552
5350.82,0.578947,0.24082,913.922,0.801501,0.00025061,1264.46,0.727173,0.000356095
5540.79,0.578947,0.233887,771.011,0.749295,0.000295313,1447.11,0.666272,0.00038773
5730.76,0.578947,0.224414,633.981,0.690453,0.000341501,1605.67,0.60092,0.000413993
5920.73,0.578947,0.21875,514.357,0.621973,0.0003782,1733.34,0.528458,0.000419877
6110.71,0.578947,0.208691,399.653,0.547665,0.000413418,1807.62,0.453988,0.000420004
6300.68,0.578947,0.20459,309.318,0.469288,0.00042376,1816.43,0.378906,0.000392606
6490.65,0.578947,0.195605,224.459,0.387206,0.000426871,1749.41,0.303688,0.000359025
6680.62,0.578947,0.192188,163.733,0.311632,0.000401375,1616.18,0.238458,0.000309167
6870.59,0.578947,0.18623,112.09,0.239141,0.000363557,1418.53,0.176988,0.000253184
7060.56,0.578947,0.181445,74.3658,0.176514,0.000311782,1185.25,0.127989,0.000200697
7250.53,0.578947,0.180273,50.4775,0.12944,0.000255403,964.653,0.0913844,0.000151682
7440.5,0.578947,0.172656,28.659,0.0835777,0.000194298,702.855,0.0575773,0.000105678
7630.47,0.578947,0.175781,20.3755,0.0614259,0.000150713,555.058,0.0420528,0.0000793358
4211,0.621053,0.280469,1919.84,0.964174,0.0000556291,350.663,0.944129,0.000110948
4400.97,0.621053,0.275781,1744.86,0.948937,0.0000768783,476.51,0.920972,0.00014684
4590.94,0.621053,0.269727,1572.72,0.92977,0.000102167,619.354,0.89321,0.000185458
4780.91,0.621053,0.261719,1403.4,0.906703,0.000131522,773.639,0.861002,0.000226472
4970.88,0.621053,0.256445,1241.22,0.875809,0.000165925,956.334,0.819533,0.000268314
5160.85,0.621053,0.248535,1082.84,0.840313,0.000203829,1138.56,0.774109,0.000308639
5350.82,0.621053,0.241113,931.9,0.797345,0.000244691,1326,0.721228,0.000345504
5540.79,0.621053,0.23418,789.844,0.746576,0.000286368,1507.22,0.66213,0.000374566
5730.76,0.621053,0.225293,654.301,0.689407,0.000328879,1665.28,0.598478,0.00039791
5920.73,0.621053,0.219434,534.578,0.62364,0.000363469,1792.56,0.528903,0.000404025
6110.71,0.621053,0.210107,420.703,0.552363,0.000395825,1869.17,0.457139,0.000403771
6300.68,0.621053,0.205566,328.69,0.477093,0.000407687,1883.57,0.384991,0.000380738
6490.65,0.621053,0.197266,243.44,0.398565,0.000411926,1826.31,0.312725,0.000350657
6680.62,0.621053,0.193213,179.637,0.324647,0.000392144,1702.89,0.24873,0.000306701
6870.59,0.621053,0.187793,126.384,0.254208,0.000359644,1517.94,0.188803,0.000255919
7060.56,0.621053,0.182422,85.2305,0.190925,0.000314399,1289.02,0.138884,0.000206935
7250.53,0.621053,0.181445,59.374,0.143334,0.000262686,1071.24,0.101618,0.000160223
7440.5,0.621053,0.173438,34.6428,0.0950862,0.000205555,801.264,0.065763,0.000114876
7630.47,0.621053,0.176563,25.0992,0.0713845,0.00016274,645.796,0.048941,0.0000879347
4211,0.663158,0.279883,1929.59,0.960946,0.0000581211,390.393,0.939046,0.000114936
4400.97,0.663158,0.275391,1755.8,0.945062,0.0000791269,522.956,0.915186,0.000149581
4590.94,0.663158,0.269336,1584.88,0.925485,0.000103728,670.473,0.886951,0.000186465
4780.91,0.663158,0.261719,1417.07,0.901945,0.000132106,829.753,0.854125,0.00022536
4970.88,0.663158,0.25625,1256.18,0.871248,0.000164819,1013.59,0.812941,0.000264332
5160.85,0.663158,0.248438,1098.94,0.836092,0.000200722,1196.75,0.768132,0.000301898
5350.82,0.663158,0.241406,949.579,0.793675,0.000239038,1384.86,0.71595,0.000335606
5540.79,0.663158,0.234375,808.295,0.744318,0.000278157,1564.57,0.658529,0.000362516
5730.76,0.663158,0.226074,674.157,0.68866,0.000317459,1722.39,0.596472,0.000383409
5920.73,0.663158,0.220068,554.381,0.625329,0.000350185,1849.47,0.529488,0.000389698
6110.71,0.663158,0.211475,441.349,0.556774,0.000379944,1928.28,0.460192,0.00038913
6300.68,0.663158,0.206543,347.926,0.484342,0.000392964,1947.85,0.39072,0.000369643
6490.65,0.663158,0.198975,262.476,0.409125,0.000397797,1899.55,0.321178,0.000342464
6680.62,0.663158,0.194434,195.914,0.336993,0.000382734,1785.91,0.258492,0.000303628
6870.59,0.663158,0.189502,141.221,0.268605,0.000354766,1613.42,0.200115,0.000257468
7060.56,0.663158,0.183594,96.7922,0.205001,0.000315561,1390.38,0.149606,0.000212007
7250.53,0.663158,0.182715,68.9844,0.157012,0.00026824,1176.22,0.111837,0.000167672
7440.5,0.663158,0.174316,41.2658,0.106706,0.000215267,900.55,0.0741736,0.00012343
7630.47,0.663158,0.177344,30.4146,0.0815009,0.000173424,738.102,0.0561495,0.0000961719
4211,0.705263,0.279687,1939.58,0.957694,0.0000604227,431.32,0.934098,0.000118261
4400.97,0.705263,0.275,1766.98,0.941421,0.0000809909,568.454,0.909604,0.000151663
4590.94,0.705263,0.269043,1597.29,0.921457,0.000104931,720.527,0.880938,0.000186893
4780.91,0.705263,0.261914,1431.04,0.897437,0.000132367,884.843,0.847542,0.000223751
4970.88,0.705263,0.256445,1271.48,0.866844,0.000163511,1070.21,0.806612,0.000260071
5160.85,0.705263,0.24873,1115.45,0.832047,0.000197523,1253.93,0.762348,0.000295064
5350.82,0.705263,0.242236,967.815,0.790078,0.000233374,1442.84,0.710823,0.000325764
5540.79,0.705263,0.235254,827.453,0.74201,0.000269967,1620.97,0.654966,0.000350586
5730.76,0.705263,0.227539,694.868,0.687849,0.000306177,1778.1,0.594477,0.000369126
5920.73,0.705263,0.221387,575.159,0.626906,0.000337065,1904.55,0.52999,0.000375469
6110.71,0.705263,0.213428,463.005,0.561014,0.000364438,1985.18,0.463158,0.000374658
6300.68,0.705263,0.208154,368.236,0.491398,0.000378268,2009.61,0.396293,0.000358325
6490.65,0.705263,0.201172,282.527,0.419352,0.000383664,1969.9,0.329413,0.000333904
6680.62,0.705263,0.196191,213.312,0.349151,0.000372723,1866.35,0.268147,0.000299778
6870.59,0.705263,0.191699,157.209,0.282873,0.000348804,1706.58,0.211345,0.000257936
7060.56,0.705263,0.1854,109.562,0.219448,0.000315299,1491.97,0.160552,0.000216114
7250.53,0.705263,0.18457,79.791,0.171226,0.000272368,1283.05,0.122461,0.000174331
7440.5,0.705263,0.176855,50.0196,0.120755,0.0002247,1014.26,0.0843705,0.000132549
7630.47,0.705263,0.178711,36.682,0.0925202,0.000183455,836.772,0.0640338,0.000104342
4211,0.747368,0.279297,1950.19,0.954774,0.000062325,470.802,0.929424,0.000120916
4400.97,0.747368,0.275,1778.83,0.937885,0.0000826173,614.488,0.904319,0.000153093
4590.94,0.747368,0.269141,1610.43,0.91758,0.000105871,770.664,0.875212,0.000186726
4780.91,0.747368,0.262598,1445.86,0.893057,0.000132361,940.072,0.841215,0.000221565
4970.88,0.747368,0.257324,1287.85,0.862466,0.000161974,1127.29,0.800435,0.000255299
5160.85,0.747368,0.249805,1133.26,0.827983,0.000194102,1311.41,0.756593,0.000287753
5350.82,0.747368,0.243945,987.639,0.786436,0.000227468,1500.8,0.705672,0.000315421
5540.79,0.747368,0.237012,848.392,0.739682,0.000261568,1676.74,0.651312,0.000338162
5730.76,0.747368,0.229932,717.47,0.68703,0.000294696,1832.67,0.59246,0.000354465
5920.73,0.747368,0.223633,597.808,0.628496,0.000323714,1957.98,0.53045,0.000360868
6110.71,0.747368,0.216162,486.393,0.565293,0.000348944,2040.07,0.466127,0.00036002
6300.68,0.747368,0.210449,390.048,0.498483,0.000363527,2069.16,0.401799,0.000346704
6490.65,0.747368,0.203809,303.709,0.42943,0.000369676,2037.76,0.337468,0.000325111
6680.62,0.747368,0.198242,231.708,0.361073,0.000362603,1944.18,0.277659,0.000295434
6870.59,0.747368,0.194141,174.219,0.296875,0.000342231,1796.99,0.222427,0.000257576
7060.56,0.747368,0.1875,123.401,0.233898,0.000313947,1592.09,0.171603,0.000219404
7250.53,0.747368,0.186816,91.8574,0.18579,0.000275189,1390.45,0.133511,0.000180324
7440.5,0.747368,0.180078,60.314,0.135937,0.000232739,1133.55,0.0954201,0.000141244
7630.47,0.747368,0.180762,44.1584,0.104698,0.000192881,942.986,0.0727676,0.000112512
4211,0.789474,0.279297,1961.02,0.951793,0.0000640942,511.444,0.924824,0.000123047
4400.97,0.789474,0.275195,1790.91,0.934423,0.0000840061,660.487,0.899171,0.000153974
4590.94,0.789474,0.269531,1623.83,0.913763,0.000106593,820.823,0.869687,0.00018604
4780.91,0.789474,0.263477,1460.97,0.888844,0.000132117,994.517,0.835189,0.00021889
4970.88,0.789474,0.258398,1304.45,0.858298,0.000160274,1183.22,0.794653,0.000250274
5160.85,0.789474,0.251074,1151.22,0.824148,0.000190641,1367.52,0.751298,0.000280462
5350.82,0.789474,0.245703,1007.44,0.783134,0.000221767,1556.76,0.701086,0.000305556
5540.79,0.789474,0.23877,869.118,0.737659,0.000253675,1730.49,0.648165,0.000326624
5730.76,0.789474,0.232129,739.593,0.686501,0.00028425,1885.14,0.590882,0.000341215
5920.73,0.789474,0.225586,619.809,0.630174,0.000311792,2009.51,0.531081,0.000347805
6110.71,0.789474,0.218457,508.887,0.569362,0.000335359,2093.09,0.468989,0.000347119
6300.68,0.789474,0.212354,411.036,0.505032,0.000350499,2126.47,0.4069,0.000336337
6490.65,0.789474,0.206055,324.144,0.438638,0.000357139,2102.49,0.344813,0.000317091
6680.62,0.789474,0.200024,249.589,0.37206,0.000353145,2018.13,0.286374,0.000291193
6870.59,0.789474,0.196289,190.972,0.309805,0.000335659,1882.38,0.23265,0.000256701
7060.56,0.789474,0.189258,137.26,0.247284,0.000311924,1686.61,0.181959,0.000221804
7250.53,0.789474,0.188867,104.117,0.199657,0.000276744,1493.3,0.143993,0.000185204
7440.5,0.789474,0.182813,70.9749,0.150286,0.000238702,1246.74,0.106027,0.000148605
7630.47,0.789474,0.182617,52.0727,0.116683,0.00020076,1047.45,0.0814031,0.000119837
4211,0.831579,0.279687,1971.98,0.948732,0.0000657477,553.391,0.920339,0.000124688
4400.97,0.831579,0.275488,1803.12,0.931078,0.0000851655,706.066,0.894239,0.000154371
4590.94,0.831579,0.269922,1637.29,0.910171,0.00010707,869.727,0.864488,0.00018494
4780.91,0.831579,0.264355,1476.08,0.884905,0.000131659,1047.42,0.829643,0.000215921
4970.88,0.831579,0.259375,1320.87,0.85451,0.000158471,1236.96,0.789462,0.000245277
5160.85,0.831579,0.252148,1168.81,0.820776,0.000187268,1421.02,0.746669,0.000273549
5350.82,0.831579,0.24707,1026.56,0.780405,0.000216494,1609.7,0.697233,0.000296588
5540.79,0.831579,0.240088,888.89,0.736133,0.00024658,1781.58,0.645668,0.000316418
5730.76,0.831579,0.233691,760.388,0.68639,0.000275175,1935.22,0.589836,0.000329816
5920.73,0.831579,0.226904,640.224,0.631983,0.000301559,2059.18,0.531954,0.000336764
6110.71,0.831579,0.219922,529.464,0.573218,0.000324014,2144.42,0.471762,0.000336439
6300.68,0.831579,0.213379,430.066,0.510941,0.000339767,2181.78,0.411544,0.000327824
6490.65,0.831579,0.207324,342.646,0.446702,0.000346864,2164.15,0.3513,0.000310469
6680.62,0.831579,0.200879,265.75,0.381585,0.000345326,2087.57,0.29401,0.000287662
