Active,"Option
type",Maturity,Strike,Moneyness,"Option
price","Implied
vol.","Calibrated
vol.","Market vol. -
Calibrated vol."
1,1,0.121,3800,0.677,1841.372,0.425,-1,1.425
1,2,0.121,3800,0.677,0.003,0.397,0.3,0.097
1,1,0.121,3900,0.695,1741.925,0.406,-1,1.406
1,2,0.121,3900,0.695,0.013,0.388,0.3,0.087
1,1,0.121,4000,0.712,1642.492,0.388,-1,1.388
1,2,0.121,4000,0.712,0.038,0.375,0.3,0.075
1,1,0.121,4100,0.73,1543.06,0.378,-1,1.378
1,2,0.121,4100,0.73,0.063,0.369,0.25,0.119
1,1,0.121,4200,0.748,1443.839,0.363,-1,1.363
1,2,0.121,4200,0.748,0.299,0.356,0.3,0.056
1,1,0.121,4300,0.766,1344.657,0.347,0.294,0.053
1,2,0.121,4300,0.766,0.575,0.341,0.294,0.047
1,1,0.121,4400,0.784,1245.677,0.333,0.291,0.042
1,2,0.121,4400,0.784,1.053,0.33,0.291,0.039
1,1,0.121,4500,0.801,1147.837,0.322,0.3,0.022
1,2,0.121,4500,0.801,2.669,0.32,0.3,0.02
1,1,0.121,4600,0.819,1049.996,0.311,0.295,0.016
1,2,0.121,4600,0.819,4.286,0.309,0.295,0.013
1,1,0.121,4700,0.837,953.034,0.299,0.29,0.009
1,2,0.121,4700,0.837,6.781,0.298,0.29,0.008
1,1,0.121,4800,0.855,858.312,0.288,0.29,-0.002
1,2,0.121,4800,0.855,11.518,0.288,0.29,-0.002
1,1,0.121,4900,0.873,763.591,0.278,0.281,-0.003
1,2,0.121,4900,0.873,16.254,0.277,0.281,-0.004
1,1,0.121,5000,0.891,670.002,0.268,0.27,-0.002
1,2,0.121,5000,0.891,22.122,0.268,0.27,-0.002
1,1,0.121,5100,0.908,580.309,0.258,0.263,-0.005
1,2,0.121,5100,0.908,31.887,0.258,0.263,-0.005
1,1,0.121,5200,0.926,490.616,0.249,0.249,0
1,2,0.121,5200,0.926,41.651,0.249,0.249,0
1,1,0.121,5250,0.935,445.77,0.245,0.24,0.005
1,2,0.121,5250,0.935,46.534,0.245,0.24,0.005
1,1,0.121,5300,0.944,400.923,0.24,0.229,0.011
1,2,0.121,5300,0.944,51.416,0.24,0.229,0.011
1,1,0.121,5350,0.953,365.472,0.235,0.233,0.001
1,2,0.121,5350,0.953,65.693,0.234,0.233,0.001
1,1,0.121,5400,0.962,330.644,0.232,0.235,-0.003
1,2,0.121,5400,0.962,80.594,0.232,0.235,-0.003
1,1,0.121,5450,0.971,295.817,0.227,0.233,-0.005
1,2,0.121,5450,0.971,95.495,0.227,0.233,-0.006
1,1,0.121,5500,0.98,260.989,0.223,0.229,-0.005
1,2,0.121,5500,0.98,110.397,0.223,0.229,-0.006
1,1,0.121,5550,0.989,226.161,0.219,0.222,-0.002
1,2,0.121,5550,0.989,125.298,0.219,0.222,-0.003
1,1,0.121,5600,0.997,191.334,0.215,0.212,0.003
1,2,0.121,5600,0.997,140.199,0.215,0.212,0.003
1,1,0.121,5650,1.006,156.506,0.212,0.2,0.011
1,2,0.121,5650,1.006,155.1,0.212,0.2,0.011
1,1,0.121,5700,1.015,138.597,0.208,0.207,0.001
1,2,0.121,5700,1.015,186.92,0.208,0.207,0.001
1,1,0.121,5750,1.024,120.707,0.205,0.21,-0.006
1,2,0.121,5750,1.024,218.758,0.205,0.21,-0.006
1,1,0.121,5800,1.033,102.817,0.202,0.211,-0.009
1,2,0.121,5800,1.033,250.597,0.202,0.211,-0.009
1,1,0.121,5850,1.042,84.927,0.198,0.209,-0.01
1,2,0.121,5850,1.042,282.436,0.198,0.209,-0.01
1,1,0.121,5900,1.051,67.037,0.196,0.203,-0.007
1,2,0.121,3600,0.641,0,0.425,0.3,0.125
1,1,0.121,5950,1.06,49.146,0.194,0.193,0.001
1,2,0.121,5950,1.06,346.113,0.194,0.193,0.001
1,1,0.121,6000,1.069,31.256,0.192,0.177,0.015
1,2,0.121,6000,1.069,377.951,0.192,0.177,0.015
1,1,0.121,6050,1.078,22.557,0.19,0.173,0.017
1,2,0.121,6050,1.078,418.981,0.19,0.173,0.017
1,1,0.121,6100,1.086,19.831,0.188,0.181,0.008
1,2,0.121,6100,1.086,465.983,0.189,0.181,0.008
1,1,0.121,6150,1.095,17.105,0.189,0.187,0.002
1,2,0.121,6150,1.095,512.986,0.189,0.187,0.003
1,1,0.121,6200,1.104,14.378,0.187,0.191,-0.004
1,2,0.121,6200,1.104,559.988,0.188,0.191,-0.004
1,1,0.121,6250,1.113,11.652,0.187,0.193,-0.007
1,2,0.121,6250,1.113,606.991,0.187,0.193,-0.007
1,1,0.121,6300,1.122,8.926,0.187,0.194,-0.007
1,2,0.121,6300,1.122,653.993,0.187,0.194,-0.007
1,1,0.121,6350,1.131,6.2,0.187,0.191,-0.004
1,2,0.121,6350,1.131,700.996,0.187,0.191,-0.004
1,1,0.121,6400,1.14,3.473,0.188,0.182,0.006
1,2,0.121,6400,1.14,747.998,0.189,0.182,0.007
1,1,0.121,6450,1.149,2.541,0.188,0.183,0.005
1,2,0.121,6450,1.149,796.794,0.189,0.183,0.006
1,1,0.121,6500,1.158,2.273,0.189,0.188,0.001
1,2,0.121,6500,1.158,846.255,0.191,0.188,0.002
1,1,0.121,6600,1.176,1.736,0.192,0.198,-0.006
1,2,0.121,6600,1.176,945.176,0.194,0.198,-0.005
1,1,0.121,6700,1.193,1.2,0.194,0.205,-0.011
1,2,0.121,6700,1.193,1044.098,0.202,0.205,-0.003
1,1,0.121,6800,1.211,0.664,0.194,0.206,-0.013
1,2,0.121,5900,1.051,314.274,0.196,0.203,-0.007
1,1,0.121,6900,1.229,0.425,0.206,0.213,-0.006
-1,1,0.121,8400,1.496,0.001,0.35,0.3,0.05
-1,1,0.121,7000,1.247,0.332,0.188,0.219,-0.031
-1,1,0.121,8200,1.461,0.002,0.325,0.3,0.025
1,1,0.121,7100,1.265,0.24,0.213,0.225,-0.012
-1,1,0.121,8000,1.425,0.005,0.3,0.25,0.05
1,1,0.121,7200,1.282,0.147,0.225,0.225,0
-1,1,0.121,7900,1.407,0.006,0.3,0.25,0.05
-1,1,0.121,7300,1.3,0.07,0.225,0.225,0
-1,1,0.121,7800,1.389,0.008,0.275,0.25,0.025
1,1,0.121,7400,1.318,0.057,0.25,0.225,0.025
-1,1,0.121,7700,1.371,0.016,0.275,0.25,0.025
-1,1,0.121,7500,1.336,0.043,0.25,0.25,0
-1,1,0.121,7600,1.354,0.03,0.25,0.25,0
1,2,0.197,6400,1.14,737.451,0.185,0.182,0.002
1,1,0.197,5950,1.06,96.756,0.199,0.202,-0.004
1,1,0.197,4800,0.855,889.168,0.278,0.279,-0.001
1,1,0.197,4900,0.873,799.013,0.269,0.273,-0.004
1,2,0.197,7000,1.247,1319.334,0.194,0.198,-0.005
1,1,0.197,7000,1.247,1.564,0.188,0.198,-0.011
1,2,0.197,6900,1.229,1220.585,0.191,0.192,-0.002
1,1,0.197,6900,1.229,1.937,0.188,0.192,-0.005
1,2,0.197,6800,1.211,1122.654,0.187,0.192,-0.005
1,1,0.197,6800,1.211,3.127,0.185,0.192,-0.007
1,2,0.197,6700,1.193,1025.387,0.186,0.192,-0.006
1,1,0.197,6700,1.193,4.981,0.185,0.192,-0.007
1,2,0.197,6600,1.176,928.119,0.184,0.188,-0.003
1,1,0.197,6600,1.176,6.836,0.184,0.188,-0.004
1,2,0.197,6500,1.158,830.852,0.184,0.18,0.004
1,1,0.197,5700,1.015,194.674,0.213,0.209,0.004
1,2,0.197,4900,0.873,35.228,0.268,0.273,-0.005
1,1,0.197,5000,0.891,709.3,0.264,0.264,0
1,2,0.197,5000,0.891,44.637,0.263,0.264,0
1,1,0.197,5100,0.908,626.033,0.254,0.261,-0.007
1,2,0.197,5100,0.908,60.491,0.254,0.261,-0.008
1,1,0.197,5200,0.926,542.765,0.247,0.253,-0.006
1,2,0.197,5200,0.926,76.345,0.247,0.253,-0.006
1,1,0.197,5300,0.944,459.497,0.24,0.24,0
1,2,0.197,5300,0.944,92.199,0.24,0.24,0
1,1,0.197,5350,0.953,422.501,0.236,0.237,-0.001
1,2,0.197,5350,0.953,104.764,0.236,0.237,-0.001
1,1,0.197,5400,0.962,388.664,0.233,0.237,-0.004
1,2,0.197,5400,0.962,120.488,0.233,0.237,-0.004
1,1,0.197,5450,0.971,354.827,0.229,0.235,-0.005
1,2,0.197,5450,0.971,136.212,0.229,0.235,-0.006
1,1,0.197,5500,0.98,320.991,0.226,0.231,-0.005
1,2,0.197,5500,0.98,151.936,0.226,0.231,-0.005
1,1,0.197,5550,0.989,287.154,0.223,0.226,-0.003
1,2,0.197,5550,0.989,167.66,0.223,0.226,-0.003
1,1,0.197,5600,0.997,253.317,0.219,0.219,0
1,2,0.197,5600,0.997,183.384,0.219,0.219,0
1,1,0.197,5650,1.006,219.48,0.216,0.21,0.006
1,2,0.197,5650,1.006,199.108,0.216,0.21,0.006
1,1,0.197,6400,1.14,14.411,0.184,0.182,0.002
1,2,0.197,5700,1.015,223.863,0.213,0.209,0.004
1,1,0.197,5750,1.024,175.091,0.209,0.212,-0.002
1,2,0.197,5750,1.024,253.84,0.209,0.212,-0.002
1,1,0.197,5800,1.033,155.507,0.207,0.212,-0.005
1,2,0.197,5800,1.033,283.817,0.207,0.212,-0.005
1,1,0.197,5850,1.042,135.923,0.204,0.211,-0.006
1,2,0.197,5850,1.042,313.795,0.204,0.211,-0.006
1,1,0.197,5900,1.051,116.34,0.2,0.208,-0.007
1,2,0.197,5900,1.051,343.772,0.2,0.208,-0.007
1,2,0.197,4800,0.855,26.262,0.277,0.279,-0.001
1,2,0.197,5950,1.06,373.749,0.199,0.202,-0.003
1,1,0.197,6000,1.069,77.173,0.197,0.195,0.002
1,2,0.197,6000,1.069,403.726,0.197,0.195,0.002
1,1,0.197,6050,1.078,60.411,0.193,0.188,0.005
1,2,0.197,6050,1.078,436.526,0.193,0.188,0.005
