76
91
0
1	2	0.121	5900.000	1.051	312.634	0.196	0.200	-0.004	309.600
1	2	0.121	6700.000	1.193	1043.774	0.202	0.197	0.005	1043.900
1	1	0.121	6700.000	1.193	0.879	0.194	0.197	-0.003	0.800
1	2	0.121	6600.000	1.176	945.116	0.194	0.197	-0.003	944.900
1	1	0.121	6600.000	1.176	1.678	0.192	0.197	-0.005	1.400
1	2	0.121	6500.000	1.158	846.458	0.191	0.191	0.000	846.500
1	1	0.121	6500.000	1.158	2.478	0.189	0.191	-0.002	2.400
1	2	0.121	6450.000	1.149	797.129	0.189	0.186	0.003	797.500
1	1	0.121	6450.000	1.149	2.877	0.188	0.186	0.002	3.100
1	2	0.121	6400.000	1.140	747.800	0.189	0.180	0.009	748.900
1	1	0.121	6400.000	1.140	3.277	0.188	0.180	0.008	4.300
1	2	0.121	6350.000	1.131	699.124	0.187	0.179	0.008	700.400
1	1	0.121	6350.000	1.131	4.330	0.187	0.179	0.008	5.600
1	1	0.121	4500.000	0.801	1148.778	0.322	0.314	0.008	1149.400
1	2	0.121	4500.000	0.801	3.609	0.320	0.314	0.006	4.100
1	1	0.121	4600.000	0.819	1051.427	0.311	0.309	0.002	1051.600
1	2	0.121	4600.000	0.819	5.715	0.309	0.309	-0.001	5.700
1	1	0.121	4700.000	0.837	954.076	0.299	0.298	0.002	954.300
1	2	0.121	4700.000	0.837	7.822	0.298	0.298	0.000	7.900
1	1	0.121	4800.000	0.855	858.523	0.288	0.291	-0.004	857.900
1	2	0.121	4800.000	0.855	11.726	0.288	0.291	-0.004	11.000
1	1	0.121	4900.000	0.873	763.590	0.278	0.281	-0.003	762.900
1	2	0.121	4900.000	0.873	16.251	0.277	0.281	-0.004	15.400
1	1	0.121	5000.000	0.891	668.657	0.268	0.265	0.003	669.500
1	2	0.121	5000.000	0.891	20.776	0.268	0.265	0.002	21.500
1	1	0.121	5100.000	0.908	579.697	0.258	0.262	-0.003	578.400
1	2	0.121	5100.000	0.908	31.273	0.258	0.262	-0.004	29.900
1	1	0.121	5200.000	0.926	491.775	0.249	0.252	-0.003	490.600
1	2	0.121	5200.000	0.926	42.808	0.249	0.252	-0.003	41.600
1	1	0.121	5250.000	0.935	447.814	0.245	0.244	0.002	448.600
1	2	0.121	5250.000	0.935	48.576	0.245	0.244	0.001	49.200
1	1	0.121	5300.000	0.944	403.853	0.240	0.235	0.006	407.000
1	2	0.121	5300.000	0.944	54.343	0.240	0.235	0.005	57.400
1	1	0.121	5350.000	0.953	365.008	0.235	0.232	0.002	366.300
1	2	0.121	5350.000	0.953	65.228	0.234	0.232	0.002	66.400
1	1	0.121	5400.000	0.962	330.074	0.232	0.234	-0.002	328.900
1	2	0.121	5400.000	0.962	80.023	0.232	0.234	-0.002	78.800
1	1	0.121	5450.000	0.971	295.141	0.227	0.232	-0.004	292.000
1	2	0.121	5450.000	0.971	94.817	0.227	0.232	-0.005	91.600
1	1	0.121	5500.000	0.980	260.207	0.223	0.228	-0.004	257.000
1	2	0.121	5500.000	0.980	109.612	0.223	0.228	-0.005	106.300
1	1	0.121	5550.000	0.989	225.273	0.219	0.221	-0.001	224.300
1	2	0.121	5550.000	0.989	124.407	0.219	0.221	-0.001	123.400
1	1	0.121	5600.000	0.997	190.339	0.215	0.211	0.004	193.700
1	2	0.121	5600.000	0.997	139.202	0.215	0.211	0.004	142.500
1	1	0.121	5650.000	1.006	156.314	0.212	0.200	0.012	165.400
1	2	0.121	5650.000	1.006	154.906	0.212	0.200	0.012	164.000
1	1	0.121	5700.000	1.015	138.131	0.208	0.206	0.002	139.600
1	2	0.121	5700.000	1.015	186.452	0.208	0.206	0.002	187.900
1	1	0.121	5750.000	1.024	119.948	0.205	0.209	-0.005	116.400
1	2	0.121	5750.000	1.024	217.997	0.205	0.209	-0.005	214.400
1	1	0.121	5800.000	1.033	101.765	0.202	0.210	-0.007	96.300
1	2	0.121	5800.000	1.033	249.543	0.202	0.210	-0.007	244.100
1	1	0.121	5850.000	1.042	83.582	0.198	0.207	-0.008	77.800
1	2	0.121	5850.000	1.042	281.088	0.198	0.207	-0.008	275.300
1	1	0.121	5900.000	1.051	65.398	0.196	0.200	-0.004	62.400
1	2	0.121	6300.000	1.122	653.218	0.187	0.190	-0.003	652.600
1	1	0.121	5950.000	1.060	47.215	0.194	0.190	0.004	49.500
1	2	0.121	5950.000	1.060	344.179	0.194	0.190	0.004	346.500
1	1	0.121	6000.000	1.069	31.089	0.192	0.177	0.015	38.900
1	2	0.121	6000.000	1.069	377.782	0.192	0.177	0.015	385.600
1	1	0.121	6050.000	1.078	27.266	0.190	0.184	0.006	30.100
1	2	0.121	6050.000	1.078	423.688	0.190	0.184	0.006	426.500
1	1	0.121	6100.000	1.086	23.443	0.188	0.190	-0.001	22.900
1	2	0.121	6100.000	1.086	469.594	0.189	0.190	-0.001	469.100
1	1	0.121	6150.000	1.095	19.621	0.189	0.194	-0.005	18.000
1	2	0.121	6150.000	1.095	515.500	0.189	0.194	-0.004	514.000
1	1	0.121	6200.000	1.104	15.798	0.187	0.195	-0.008	13.200
1	2	0.121	6200.000	1.104	561.406	0.188	0.195	-0.008	558.900
1	1	0.121	6250.000	1.113	11.975	0.187	0.195	-0.008	9.900
1	2	0.121	6250.000	1.113	607.312	0.187	0.195	-0.008	605.300
1	1	0.121	6300.000	1.122	8.152	0.187	0.190	-0.003	7.500
1	2	0.197	6300.000	1.122	648.737	0.186	0.189	-0.002	647.600
1	1	0.197	6400.000	1.140	12.499	0.184	0.177	0.007	15.000
1	2	0.197	6400.000	1.140	735.535	0.185	0.177	0.008	738.200
1	1	0.197	6500.000	1.158	9.653	0.184	0.184	-0.000	9.500
1	2	0.197	6500.000	1.158	831.812	0.184	0.184	0.000	831.800
1	1	0.197	6600.000	1.176	6.808	0.184	0.188	-0.004	6.100
1	2	0.197	6600.000	1.176	928.088	0.184	0.188	-0.003	927.500
1	1	0.197	6700.000	1.193	3.962	0.185	0.185	0.000	3.900
1	2	0.197	6700.000	1.193	1024.364	0.186	0.185	0.001	1024.500
1	1	0.197	4900.000	0.873	798.256	0.269	0.271	-0.003	797.000
1	1	0.197	4800.000	0.855	888.831	0.278	0.278	0.000	888.900
1	1	0.197	5950.000	1.060	92.919	0.199	0.198	0.001	93.700
1	2	0.197	6200.000	1.104	564.596	0.189	0.195	-0.006	561.100
1	1	0.197	6200.000	1.104	39.802	0.189	0.195	-0.006	36.200
1	2	0.197	6100.000	1.086	480.455	0.192	0.193	-0.001	479.900
1	1	0.197	6100.000	1.086	54.783	0.192	0.193	-0.001	54.200
1	1	0.197	5400.000	0.962	385.666	0.233	0.233	-0.001	385.000
1	2	0.197	6050.000	1.078	438.384	0.193	0.190	0.003	440.600
1	1	0.197	6050.000	1.078	62.273	0.193	0.190	0.003	64.400
1	2	0.197	6000.000	1.069	398.998	0.197	0.189	0.008	405.500
1	1	0.197	6000.000	1.069	72.447	0.197	0.189	0.008	78.900
1	2	0.197	5950.000	1.060	369.908	0.199	0.198	0.001	370.800
1	2	0.197	4800.000	0.855	25.921	0.277	0.278	-0.000	25.800
1	2	0.197	5900.000	1.051	340.818	0.200	0.204	-0.004	337.200
1	1	0.197	5900.000	1.051	113.390	0.200	0.204	-0.004	109.800
1	2	0.197	5850.000	1.042	311.729	0.204	0.209	-0.004	307.600
1	1	0.197	5850.000	1.042	133.861	0.204	0.209	-0.004	129.800
1	2	0.197	5800.000	1.033	282.639	0.207	0.211	-0.004	279.000
1	1	0.197	5800.000	1.033	154.333	0.207	0.211	-0.004	150.700
1	2	0.197	5750.000	1.024	253.550	0.209	0.211	-0.002	251.700
1	1	0.197	5750.000	1.024	174.804	0.209	0.211	-0.002	173.000
1	2	0.197	5700.000	1.015	224.460	0.213	0.210	0.003	227.600
1	1	0.197	5700.000	1.015	195.275	0.213	0.210	0.003	198.400
1	2	0.197	5650.000	1.006	198.900	0.216	0.210	0.006	204.600
1	1	0.197	5650.000	1.006	219.276	0.216	0.210	0.006	225.100
1	2	0.197	5600.000	0.997	182.617	0.219	0.218	0.001	183.300
1	1	0.197	5600.000	0.997	252.554	0.219	0.218	0.001	253.300
1	2	0.197	5550.000	0.989	166.335	0.223	0.224	-0.001	165.200
1	1	0.197	5550.000	0.989	285.832	0.223	0.224	-0.001	284.800
1	2	0.197	5500.000	0.980	150.052	0.226	0.229	-0.003	147.000
1	1	0.197	5500.000	0.980	319.110	0.226	0.229	-0.003	316.200
1	2	0.197	5450.000	0.971	133.769	0.229	0.232	-0.003	131.200
1	2	0.197	5350.000	0.953	101.204	0.236	0.233	0.003	103.700
1	1	0.197	5450.000	0.971	352.388	0.229	0.232	-0.003	349.900
1	1	0.197	6300.000	1.122	24.822	0.186	0.189	-0.003	23.600
1	2	0.197	4900.000	0.873	34.468	0.268	0.271	-0.004	33.000
1	1	0.197	5000.000	0.891	707.682	0.264	0.261	0.003	709.200
1	2	0.197	5000.000	0.891	43.016	0.263	0.261	0.003	44.400
1	1	0.197	5100.000	0.908	622.884	0.254	0.256	-0.002	621.500
1	2	0.197	5100.000	0.908	57.340	0.254	0.256	-0.003	55.800
1	1	0.197	5200.000	0.926	540.498	0.247	0.250	-0.002	538.900
1	2	0.197	5200.000	0.926	74.075	0.247	0.250	-0.003	72.300
1	1	0.197	5300.000	0.944	458.111	0.240	0.238	0.002	459.400
1	2	0.197	5300.000	0.944	90.810	0.240	0.238	0.001	92.000
1	1	0.197	5350.000	0.953	418.944	0.236	0.233	0.003	421.600
1	2	0.197	5400.000	0.962	117.486	0.233	0.233	-0.001	116.700
1	1	0.370	5450.000	0.971	455.055	0.232	0.233	-0.001	453.900
1	2	0.370	5450.000	0.971	198.169	0.232	0.233	-0.001	196.700
1	1	0.370	5500.000	0.980	423.656	0.229	0.231	-0.002	421.500
1	2	0.370	5500.000	0.980	215.970	0.229	0.231	-0.002	213.600
1	1	0.370	5550.000	0.989	392.257	0.226	0.228	-0.002	389.900
1	2	0.370	5550.000	0.989	233.771	0.226	0.228	-0.002	231.200
1	1	0.370	5600.000	0.997	360.858	0.223	0.225	-0.002	358.300
1	2	0.370	5600.000	0.997	251.572	0.223	0.225	-0.002	248.800
1	1	0.370	5650.000	1.006	329.459	0.222	0.220	0.001	331.300
1	2	0.370	5650.000	1.006	269.373	0.221	0.220	0.001	271.100
1	1	0.370	5700.000	1.015	298.374	0.219	0.215	0.004	303.600
1	2	0.370	5700.000	1.015	287.489	0.219	0.215	0.004	292.600
1	1	0.370	5750.000	1.024	276.030	0.217	0.216	0.001	277.300
