Active,"Option
type",Maturity,Strike,Moneyness,"Option
price","Implied
vol.","Calibrated
vol.","Market vol. -
Calibrated vol."
1,1,0.123,3800,0.661,1972.486,0.434,-1,1.434
1,2,0.123,3800,0.661,0.07,0.416,0.35,0.066
1,1,0.123,3900,0.678,1873.137,0.42,-1,1.42
1,2,0.123,3900,0.678,0.166,0.397,0.363,0.034
1,1,0.123,4000,0.695,1773.828,0.402,-1,1.402
1,2,0.123,4000,0.695,0.302,0.388,0.363,0.025
1,1,0.123,4100,0.713,1674.73,0.384,0.363,0.022
1,2,0.123,4100,0.713,0.65,0.369,0.363,0.006
1,1,0.123,4200,0.73,1575.633,0.375,0.356,0.019
1,2,0.123,4200,0.73,0.998,0.366,0.356,0.009
1,1,0.123,4300,0.747,1476.803,0.358,0.35,0.008
1,2,0.123,4300,0.747,1.613,0.35,0.35,0
1,1,0.123,4400,0.765,1378.145,0.342,0.344,-0.002
1,2,0.123,4400,0.765,2.402,0.338,0.344,-0.006
1,1,0.123,4500,0.782,1279.488,0.331,0.33,0.002
1,2,0.123,4500,0.782,3.19,0.328,0.33,-0.002
1,1,0.123,4600,0.8,1181.54,0.318,0.323,-0.005
1,2,0.123,4600,0.8,4.687,0.316,0.323,-0.007
1,1,0.123,4700,0.817,1083.678,0.306,0.311,-0.005
1,2,0.123,4700,0.817,6.27,0.305,0.311,-0.006
1,1,0.123,4800,0.834,985.821,0.295,0.295,-0.001
1,2,0.123,4800,0.834,7.859,0.293,0.296,-0.003
1,1,0.123,4900,0.852,889.808,0.284,0.288,-0.004
1,2,0.123,4900,0.852,11.291,0.283,0.288,-0.005
1,1,0.123,5000,0.869,793.794,0.273,0.274,-0.002
1,2,0.123,5000,0.869,14.722,0.272,0.274,-0.002
1,1,0.123,5100,0.887,697.781,0.263,0.257,0.005
1,2,0.123,5100,0.887,18.154,0.262,0.257,0.005
1,1,0.123,5200,0.904,608.183,0.253,0.255,-0.002
1,2,0.123,5200,0.904,28.002,0.253,0.255,-0.002
1,1,0.123,5250,0.913,563.626,0.246,0.251,-0.005
1,2,0.123,5250,0.913,33.167,0.246,0.251,-0.005
1,1,0.123,5300,0.921,519.069,0.243,0.245,-0.002
1,2,0.123,5300,0.921,38.333,0.243,0.245,-0.002
1,1,0.123,5350,0.93,474.512,0.239,0.237,0.001
1,2,0.123,5350,0.93,43.499,0.238,0.237,0.001
1,1,0.123,5400,0.939,429.955,0.234,0.229,0.005
1,2,0.123,5400,0.939,48.664,0.234,0.229,0.005
1,1,0.123,5450,0.947,388.263,0.23,0.223,0.006
1,2,0.123,5450,0.947,56.694,0.23,0.223,0.006
1,1,0.123,5500,0.956,352.689,0.225,0.226,0
1,2,0.123,5500,0.956,70.844,0.225,0.226,0
1,1,0.123,5550,0.965,317.116,0.219,0.225,-0.005
1,2,0.123,5550,0.965,84.994,0.219,0.225,-0.005
1,1,0.123,5600,0.973,281.543,0.217,0.221,-0.005
1,2,0.123,5600,0.973,99.143,0.217,0.221,-0.005
1,1,0.123,5650,0.982,245.97,0.213,0.215,-0.002
1,2,0.123,5650,0.982,113.293,0.213,0.215,-0.003
1,1,0.123,5700,0.991,210.397,0.209,0.207,0.002
1,2,0.123,5700,0.991,127.443,0.209,0.207,0.002
1,1,0.123,5750,1,174.824,0.205,0.196,0.009
1,2,0.123,5750,1,141.592,0.205,0.196,0.009
1,1,0.123,5800,1.008,145.87,0.201,0.191,0.011
1,2,0.123,5800,1.008,162.361,0.201,0.191,0.011
1,1,0.123,5850,1.017,128.727,0.198,0.197,0.001
1,2,0.123,5850,1.017,194.941,0.198,0.197,0.001
1,1,0.123,5900,1.026,111.585,0.195,0.2,-0.005
1,2,0.123,3600,0.626,0.006,0.444,0.3,0.144
1,1,0.123,5950,1.034,94.442,0.192,0.201,-0.009
1,2,0.123,5950,1.034,260.1,0.192,0.201,-0.009
1,1,0.123,6000,1.043,77.299,0.189,0.198,-0.01
1,2,0.123,6000,1.043,292.68,0.189,0.198,-0.01
1,1,0.123,6050,1.052,60.156,0.186,0.193,-0.007
1,2,0.123,6050,1.052,325.26,0.186,0.193,-0.007
1,1,0.123,6100,1.06,43.013,0.186,0.183,0.003
1,2,0.123,6100,1.06,357.84,0.186,0.183,0.003
1,1,0.123,6150,1.069,25.871,0.182,0.166,0.017
1,2,0.123,6150,1.069,390.42,0.183,0.166,0.017
1,1,0.123,6200,1.078,22.238,0.181,0.172,0.009
1,2,0.123,6200,1.078,436.51,0.181,0.172,0.009
1,1,0.123,6250,1.086,19.261,0.179,0.178,0.001
1,2,0.123,6250,1.086,483.256,0.179,0.178,0.001
1,1,0.123,6300,1.095,16.284,0.18,0.183,-0.003
1,2,0.123,6300,1.095,530.001,0.18,0.183,-0.003
1,1,0.123,6350,1.104,13.307,0.179,0.186,-0.007
1,2,0.123,6350,1.104,576.747,0.179,0.186,-0.007
1,1,0.123,6400,1.113,10.33,0.178,0.186,-0.008
1,2,0.123,6400,1.113,623.493,0.178,0.186,-0.008
1,1,0.123,6450,1.121,7.353,0.179,0.184,-0.005
1,2,0.123,6450,1.121,670.238,0.179,0.184,-0.005
1,1,0.123,6500,1.13,4.376,0.177,0.177,0.001
1,2,0.123,6500,1.13,716.984,0.178,0.177,0.002
1,1,0.123,6600,1.147,1.452,0.18,0.166,0.014
1,2,0.123,6600,1.147,813.505,0.181,0.166,0.016
1,1,0.123,6700,1.165,1.14,0.183,0.177,0.006
1,2,0.123,6700,1.165,912.639,0.184,0.177,0.008
1,1,0.123,6800,1.182,0.828,0.188,0.184,0.003
1,2,0.123,6800,1.182,1011.772,0.188,0.184,0.003
1,1,0.123,6900,1.199,0.516,0.188,0.188,0
1,2,0.123,6900,1.199,1110.905,0.197,-1,1.197
1,1,0.123,7000,1.217,0.292,0.197,0.194,0.003
1,2,0.123,5900,1.026,227.521,0.195,0.2,-0.005
1,1,0.123,7100,1.234,0.234,0.194,0.203,-0.009
-1,1,0.123,8400,1.46,0.001,0.325,0.3,0.025
1,1,0.123,7200,1.252,0.176,0.213,0.213,0
-1,1,0.123,8200,1.425,0.003,0.3,0.25,0.05
1,1,0.123,7300,1.269,0.118,0.213,0.213,0
-1,1,0.123,8000,1.391,0.006,0.275,0.25,0.025
1,1,0.123,7400,1.286,0.061,0.225,0.213,0.012
-1,1,0.123,7900,1.373,0.007,0.275,0.25,0.025
-1,1,0.123,7500,1.304,0.045,0.225,0.225,0
-1,1,0.123,7800,1.356,0.016,0.25,0.25,0
1,1,0.123,7600,1.321,0.035,0.25,0.225,0.025
-1,1,0.123,7700,1.339,0.026,0.25,0.225,0.025
1,2,0.2,6500,1.13,707.947,0.18,0.179,0.001
1,1,0.2,5950,1.034,146.352,0.199,0.203,-0.004
1,1,0.2,4800,0.834,1012.387,0.282,0.279,0.003
1,1,0.2,4900,0.852,920.138,0.274,0.275,-0.001
1,2,0.2,7000,1.217,1187.67,0.186,0.177,0.009
1,1,0.2,7000,1.217,1.423,0.183,0.177,0.006
1,2,0.2,6900,1.199,1090.148,0.183,0.181,0.002
1,1,0.2,6900,1.199,3.011,0.18,0.181,-0.001
1,2,0.2,6800,1.182,992.803,0.182,0.181,0.001
1,1,0.2,6800,1.182,4.776,0.18,0.181,-0.001
1,2,0.2,6700,1.165,895.458,0.181,0.176,0.005
1,1,0.2,6700,1.165,6.541,0.18,0.176,0.004
1,2,0.2,6600,1.147,798.112,0.179,0.169,0.01
1,2,0.2,5700,0.991,171.347,0.214,0.215,-0.001
1,2,0.2,4900,0.852,25.078,0.273,0.275,-0.002
1,1,0.2,5000,0.869,828.441,0.266,0.267,-0.001
1,2,0.2,5000,0.869,32.491,0.265,0.267,-0.002
1,1,0.2,5100,0.887,736.745,0.257,0.256,0.001
1,2,0.2,5100,0.887,39.904,0.257,0.256,0.001
1,1,0.2,5200,0.904,651.145,0.25,0.252,-0.002
1,2,0.2,5200,0.904,53.414,0.25,0.252,-0.002
1,1,0.2,5300,0.921,567.432,0.242,0.245,-0.003
1,2,0.2,5300,0.921,68.811,0.242,0.245,-0.003
1,1,0.2,5350,0.93,525.576,0.238,0.24,-0.001
1,2,0.2,5350,0.93,76.509,0.238,0.24,-0.001
1,1,0.2,5400,0.939,483.719,0.234,0.233,0
1,2,0.2,5400,0.939,84.208,0.234,0.233,0
1,1,0.2,5450,0.947,441.863,0.231,0.226,0.005
1,2,0.2,5450,0.947,91.907,0.231,0.226,0.005
1,1,0.2,5500,0.956,407.966,0.228,0.227,0
1,2,0.2,5500,0.956,107.564,0.228,0.227,0
1,1,0.2,5550,0.965,374.356,0.224,0.227,-0.002
1,2,0.2,5550,0.965,123.51,0.224,0.227,-0.002
1,1,0.2,5600,0.973,340.747,0.219,0.224,-0.005
1,2,0.2,5600,0.973,139.456,0.219,0.224,-0.005
1,1,0.2,5650,0.982,307.138,0.217,0.22,-0.003
1,2,0.2,5650,0.982,155.401,0.217,0.22,-0.003
1,1,0.2,5700,0.991,273.529,0.214,0.215,-0.001
1,1,0.2,6500,1.13,17.249,0.179,0.179,0
1,1,0.2,5750,1,239.919,0.209,0.208,0.001
1,2,0.2,5750,1,187.293,0.209,0.208,0.001
1,1,0.2,5800,1.008,206.31,0.208,0.2,0.008
1,2,0.2,5800,1.008,203.238,0.208,0.2,0.008
1,1,0.2,5850,1.017,186.166,0.205,0.203,0.003
1,2,0.2,5850,1.017,232.65,0.205,0.203,0.002
1,1,0.2,5900,1.026,166.259,0.2,0.204,-0.003
1,2,0.2,5900,1.026,262.297,0.2,0.204,-0.003
1,2,0.2,4800,0.834,18.217,0.281,0.279,0.002
1,2,0.2,5950,1.034,291.945,0.199,0.203,-0.004
1,1,0.2,6000,1.043,126.445,0.197,0.201,-0.004
1,2,0.2,6000,1.043,321.593,0.197,0.201,-0.004
1,1,0.2,6050,1.052,106.538,0.193,0.197,-0.004
1,2,0.2,6050,1.052,351.241,0.193,0.197,-0.004
1,1,0.2,6100,1.06,86.63,0.192,0.19,0.001
1,2,0.2,6100,1.06,380.888,0.192,0.19,0.001
1,1,0.2,6200,1.078,54.404,0.187,0.179,0.009
1,2,0.2,6200,1.078,447.771,0.187,0.179,0.008
1,1,0.2,6300,1.095,42.019,0.184,0.185,-0.001
1,2,0.2,6300,1.095,534.496,0.184,0.185,-0.001
1,1,0.2,6400,1.113,29.634,0.181,0.186,-0.005
1,2,0.2,6400,1.113,621.222,0.181,0.186,-0.005
1,1,0.2,6600,1.147,8.305,0.179,0.169,0.01
1,2,0.373,9000,1.565,3105.695,0.253,-1,1.253
1,1,0.373,5400,0.939,579.457,0.234,0.234,0.001
1,1,0.373,9200,1.599,0.034,0.237,0.213,0.025
1,1,0.373,3600,0.626,2209.438,0.359,0.322,0.037
1,2,0.373,9200,1.599,3302.461,0.266,-1,1.266
1,2,0.373,3800,0.661,4.557,0.336,0.322,0.014
-1,1,0.373,9400,1.634,0.022,0.225,0.225,0
1,1,0.373,6150,1.069,158.134,0.198,0.198,0.001
1,2,0.373,9400,1.634,3499.229,0.278,-1,1.278
1,2,0.373,3600,0.626,1.995,0.352,0.322,0.03
-1,1,0.373,9600,1.669,0.01,0.237,0.225,0.012
1,2,0.373,10000,1.738,4089.556,0.309,-1,1.309
1,2,0.373,9600,1.669,3695.998,0.288,-1,1.288
-1,1,0.373,10000,1.738,0.005,0.25,0.25,0
1,2,0.373,4000,0.695,8.736,0.323,0.317,0.005
1,1,0.373,4100,0.713,1727.197,0.317,0.314,0.003
1,2,0.373,4100,0.713,11.707,0.315,0.314,0
1,1,0.373,4200,0.73,1632.051,0.31,0.309,0.001
1,2,0.373,4200,0.73,14.951,0.308,0.309,-0.002
1,1,0.373,4300,0.747,1537.197,0.304,0.303,0.001
1,2,0.373,4300,0.747,18.488,0.302,0.303,-0.001
1,1,0.373,4400,0.765,1443.619,0.296,0.298,-0.003
1,2,0.373,4400,0.765,23.301,0.294,0.298,-0.004
1,1,0.373,4500,0.782,1350.042,0.289,0.291,-0.003
1,2,0.373,4500,0.782,28.113,0.288,0.291,-0.004
1,1,0.373,4600,0.8,1257.591,0.282,0.285,-0.002
1,2,0.373,4600,0.8,34.053,0.281,0.285,-0.003
1,1,0.373,4700,0.817,1166.547,0.276,0.278,-0.002
1,2,0.373,4700,0.817,41.4,0.275,0.278,-0.003
1,1,0.373,4800,0.834,1075.503,0.27,0.27,0
1,2,0.373,4800,0.834,48.746,0.269,0.27,-0.001
1,1,0.373,4900,0.852,987.161,0.263,0.264,0
1,2,0.373,4900,0.852,58.795,0.263,0.264,-0.001
1,1,0.373,5000,0.869,901.239,0.257,0.258,-0.001
1,2,0.373,5000,0.869,71.263,0.257,0.258,-0.001
1,1,0.373,5100,0.887,815.317,0.251,0.25,0.001
1,2,0.373,5100,0.887,83.732,0.251,0.25,0.001
1,1,0.373,5200,0.904,733.224,0.246,0.244,0.001
1,2,0.373,5200,0.904,100.029,0.245,0.244,0.001
1,1,0.373,5300,0.921,656.34,0.24,0.24,0
1,2,0.373,5300,0.921,121.536,0.24,0.24,-0.001
1,1,0.373,5350,0.93,617.899,0.237,0.237,0
1,2,0.373,5350,0.93,132.29,0.237,0.237,0
1,1,0.373,3800,0.661,2015.219,0.341,0.322,0.02
1,2,0.373,5400,0.939,143.043,0.234,0.234,0.001
1,1,0.373,5450,0.947,541.015,0.232,0.229,0.003
1,2,0.373,5450,0.947,153.797,0.231,0.229,0.002
1,1,0.373,5500,0.956,504.341,0.228,0.225,0.003
1,2,0.373,5500,0.956,166.318,0.228,0.225,0.002
1,1,0.373,5550,0.965,473.218,0.225,0.225,0
