Strike,Maturity,Implied vol.,Option price,Implied delta,Implied gamma,Implied theta,Local delta,Local gamma
4285.83,0.2,0.321875,1858.56,0.991832,0.0000156228,37.7008,0.988478,0.0000310158
4479.18,0.2,0.310938,1668.46,0.987519,0.0000286705,66.8364,0.981069,0.0000569755
4672.53,0.2,0.301563,1479.58,0.979547,0.0000510852,115.499,0.968135,0.0000997783
4865.87,0.2,0.29375,1293.01,0.965398,0.0000872652,192.187,0.946707,0.000163577
5059.22,0.2,0.277344,1107.62,0.947348,0.000134025,278.681,0.920933,0.000237978
5252.56,0.2,0.269336,929.137,0.913809,0.000206634,417.254,0.875079,0.000346279
5445.91,0.2,0.253516,753.981,0.870931,0.000297295,565.063,0.822104,0.000458354
5639.26,0.2,0.241016,589.708,0.806478,0.000410776,742.258,0.745858,0.000582737
5832.6,0.2,0.22627,436.647,0.720673,0.000538486,913.492,0.655075,0.000682446
6025.95,0.2,0.215918,305.442,0.607464,0.000646954,1047.29,0.53596,0.00073405
6219.29,0.2,0.200977,192.113,0.474657,0.000721192,1086.68,0.4116,0.000712613
6412.64,0.2,0.198242,117.604,0.340892,0.000674261,1002.14,0.275854,0.000532629
6605.98,0.2,0.176367,51.5389,0.198568,0.000576442,762.216,0.152533,0.00036129
6799.33,0.2,0.187695,31.8109,0.128353,0.00040757,573.536,0.097353,0.000237264
6992.68,0.2,0.177344,12.0829,0.059591,0.000243824,324.188,0.0421726,0.000113239
7186.02,0.2,0.183594,6.34901,0.0332911,0.000147423,202.921,0.0239227,0.0000674232
7379.37,0.2,0.1875,3.1572,0.0173841,0.0000836602,117.605,0.0123774,0.0000357996
7572.71,0.2,0.182813,1.03153,0.00650594,0.0000364774,49.9959,0.00457863,0.0000142224
7766.06,0.2,0.19375,0.631977,0.00427587,0.0000236958,34.4205,0.00284366,0.00000890285
4285.83,0.242105,0.315625,1867.39,0.988821,0.0000219972,63.0113,0.983088,0.0000465651
4479.18,0.242105,0.30625,1678.46,0.982683,0.0000380104,105.647,0.973101,0.0000779052
4672.53,0.242105,0.298047,1491.31,0.972192,0.0000633426,171.34,0.956493,0.000126102
4865.87,0.242105,0.289844,1306.79,0.955575,0.000100291,263.818,0.931747,0.000190169
5059.22,0.242105,0.275,1123.85,0.934586,0.000147078,367.08,0.902172,0.00026365
5252.56,0.242105,0.267188,948.566,0.898861,0.000213902,518.692,0.854018,0.000358455
5445.91,0.242105,0.252148,776.435,0.85501,0.000294654,674.292,0.800112,0.000453991
5639.26,0.242105,0.24209,616.893,0.790582,0.000389941,856.75,0.724001,0.000549111
5832.6,0.242105,0.227539,466.139,0.710458,0.000495124,1022.46,0.638357,0.000625107
6025.95,0.242105,0.218457,337.304,0.607169,0.000581171,1152.25,0.528935,0.000653401
6219.29,0.242105,0.203027,221.652,0.488159,0.000649704,1197.15,0.416525,0.000640745
6412.64,0.242105,0.200195,143.754,0.366425,0.000622547,1131.11,0.295558,0.000510804
6605.98,0.242105,0.179492,70.7897,0.233717,0.000565674,921.491,0.180317,0.000382021
6799.33,0.242105,0.188281,45.4796,0.15874,0.000426215,728.308,0.120368,0.000264428
6992.68,0.242105,0.178906,20.1695,0.0846015,0.000287441,466.716,0.0604199,0.000146835
7186.02,0.242105,0.181641,10.7451,0.0486881,0.000184384,303.959,0.0351901,0.000090977
7379.37,0.242105,0.185156,5.74965,0.0276946,0.00011407,191.685,0.0196399,0.0000523301
7572.71,0.242105,0.179688,2.0812,0.0116299,0.000056125,91.5279,0.0080637,0.0000232481
7766.06,0.242105,0.1875,1.32161,0.00726114,0.0000356165,60.6082,0.00519906,0.0000151338
4285.83,0.284211,0.314063,1876.47,0.98481,0.000029253,97.8818,0.976599,0.0000625935
4479.18,0.284211,0.303906,1688.83,0.977186,0.0000468726,151.766,0.964167,0.0000974725
4672.53,0.284211,0.296094,1503.49,0.964537,0.0000736984,232.489,0.944404,0.000147786
4865.87,0.284211,0.2875,1320.98,0.946008,0.000110274,337.773,0.917198,0.000209401
5059.22,0.284211,0.273828,1140.46,0.92274,0.000155857,454.695,0.884731,0.000279008
5252.56,0.284211,0.26582,967.808,0.885956,0.000216927,614.352,0.8358,0.000361078
5445.91,0.284211,0.250977,798.016,0.842192,0.000289363,773.732,0.782085,0.000443218
5639.26,0.284211,0.241992,641.812,0.779127,0.000371459,957.694,0.707498,0.000518788
5832.6,0.284211,0.227539,492.506,0.703715,0.000461853,1119.63,0.626483,0.000580477
6025.95,0.284211,0.219434,365.637,0.607844,0.000533636,1247.56,0.524568,0.000597034
6219.29,0.284211,0.204102,248.297,0.498894,0.000596597,1297.31,0.420989,0.000589854
6412.64,0.284211,0.20127,168.064,0.386413,0.000580932,1245.71,0.310931,0.00049027
6605.98,0.284211,0.181445,89.6197,0.261973,0.000548816,1060.93,0.202576,0.000390369
6799.33,0.284211,0.188574,59.5122,0.185098,0.000433195,870.324,0.14018,0.000281793
6992.68,0.284211,0.179883,29.4047,0.10823,0.00031621,606.01,0.0777846,0.000173218
7186.02,0.284211,0.180078,15.9862,0.0644582,0.000214139,410.838,0.0466178,0.000111648
7379.37,0.284211,0.183203,9.06228,0.0389903,0.000141043,275.295,0.0276023,0.0000683648
7572.71,0.284211,0.176563,3.54584,0.0175625,0.0000751764,141.415,0.0122699,0.0000331008
7766.06,0.284211,0.184375,2.32243,0.0116028,0.0000503809,98.9653,0.00817032,0.0000222898
4285.83,0.326316,0.3125,1885.89,0.980527,0.0000358094,136.886,0.96955,0.0000773942
4479.18,0.326316,0.301953,1699.54,0.971588,0.0000544439,201.095,0.955086,0.000113987
4672.53,0.326316,0.294141,1515.91,0.957283,0.0000817251,294.051,0.932972,0.000164076
4865.87,0.326316,0.284766,1335.09,0.937658,0.000117103,407.912,0.904295,0.000222168
5059.22,0.326316,0.271875,1156.6,0.912907,0.000160907,535.128,0.870124,0.000286957
5252.56,0.326316,0.263086,985.809,0.876221,0.000217029,698.437,0.821475,0.000359246
5445.91,0.326316,0.248438,817.563,0.832965,0.000283226,860.722,0.768751,0.000431661
5639.26,0.326316,0.240137,663.874,0.771476,0.000356174,1046.25,0.695928,0.000494365
5832.6,0.326316,0.225879,515.485,0.69977,0.000436746,1206.75,0.618771,0.000547287
6025.95,0.326316,0.218994,390.502,0.609276,0.000498388,1335.1,0.522482,0.000557025
6219.29,0.326316,0.203906,271.995,0.507809,0.000557065,1389.47,0.425317,0.000553177
6412.64,0.326316,0.20127,190.074,0.402459,0.000548116,1349.47,0.323204,0.000472594
6605.98,0.326316,0.182813,108.154,0.285608,0.000530436,1186.18,0.221092,0.00039201
6799.33,0.326316,0.187891,73.0834,0.207104,0.000434299,998.174,0.156858,0.000292813
6992.68,0.326316,0.180078,39.0638,0.129551,0.000334677,737.224,0.0934723,0.000193196
7186.02,0.326316,0.178516,21.6498,0.0797975,0.00023743,518.471,0.0574585,0.000128888
7379.37,0.326316,0.18125,12.8544,0.0505101,0.000163887,363.358,0.0356489,0.0000828975
7572.71,0.326316,0.173828,5.33634,0.0241666,0.0000933782,198.554,0.0168302,0.0000428617
7766.06,0.326316,0.18125,3.59119,0.0164664,0.0000646806,143.405,0.0115258,0.0000297236
4285.83,0.368421,0.310156,1895.6,0.976391,0.0000412483,176.687,0.962531,0.0000900551
4479.18,0.368421,0.299609,1710.46,0.96632,0.000060494,250.315,0.94649,0.000127163
4672.53,0.368421,0.291797,1528.39,0.950751,0.0000876981,353.419,0.922657,0.000176023
4865.87,0.368421,0.281836,1349,0.930425,0.000121749,473.894,0.893089,0.000230605
5059.22,0.368421,0.269336,1172.27,0.90484,0.000163593,608.524,0.857842,0.000290852
5252.56,0.368421,0.260352,1003.08,0.868224,0.000215752,775.772,0.809703,0.000355383
5445.91,0.368421,0.245703,836.137,0.825788,0.000276935,939.738,0.75804,0.000420249
5639.26,0.368421,0.238574,685.114,0.765374,0.000342376,1128.1,0.686647,0.000472563
5832.6,0.368421,0.224805,537.838,0.696726,0.000414795,1287.83,0.612583,0.000518529
6025.95,0.368421,0.219092,414.854,0.610849,0.000468186,1416.65,0.521213,0.000523363
6219.29,0.368421,0.204492,295.669,0.515828,0.00052232,1475.14,0.429456,0.000521364
6412.64,0.368421,0.201953,212.279,0.416781,0.000518324,1445.68,0.334057,0.000455007
6605.98,0.368421,0.18584,128.889,0.308273,0.000508426,1304.92,0.238659,0.00038865
6799.33,0.368421,0.188086,87.5766,0.227936,0.000431462,1120.77,0.172528,0.000300096
6992.68,0.368421,0.180859,49.9282,0.150386,0.000347025,866.804,0.108944,0.000209608
7186.02,0.368421,0.177539,28.2719,0.0952864,0.000256467,628.846,0.0687295,0.000144647
7379.37,0.368421,0.179883,17.4459,0.0625889,0.000184011,457.144,0.0443385,0.0000969669
7572.71,0.368421,0.171875,7.59226,0.0316286,0.000111214,263.991,0.0219964,0.0000530096
7766.06,0.368421,0.178906,5.23117,0.0220924,0.0000791716,195.62,0.0154368,0.0000377223
4285.83,0.410526,0.307422,1906.21,0.972654,0.0000456833,216.126,0.956143,0.00010017
4479.18,0.410526,0.296875,1722.25,0.961704,0.000065164,297.712,0.938723,0.000137345
4672.53,0.410526,0.289648,1541.86,0.944905,0.0000922346,411.131,0.913131,0.000184861
4865.87,0.410526,0.280078,1364.16,0.9236,0.000125256,539.874,0.882415,0.0002362
5059.22,0.410526,0.268555,1189.65,0.896926,0.000165244,682.926,0.84561,0.000292078
5252.56,0.410526,0.260156,1022.76,0.859921,0.000213606,855.192,0.797345,0.000348952
5445.91,0.410526,0.246484,858.021,0.817541,0.000269482,1022.2,0.745856,0.000406104
5639.26,0.410526,0.240039,709.563,0.758773,0.000327427,1209.52,0.676644,0.000448948
5832.6,0.410526,0.226367,563.335,0.6935,0.000392114,1365.97,0.60595,0.000488517
6025.95,0.410526,0.221045,441.432,0.612555,0.000439033,1493.46,0.519904,0.000491277
6219.29,0.410526,0.206348,320.909,0.523662,0.000489827,1555.46,0.433745,0.000491901
6412.64,0.410526,0.20415,236.46,0.430722,0.000489009,1536.32,0.344632,0.000436792
6605.98,0.410526,0.190039,152.011,0.330057,0.000484635,1417.34,0.255519,0.000381683
6799.33,0.410526,0.190039,104.548,0.249467,0.000424968,1242.84,0.188712,0.000304645
6992.68,0.410526,0.183301,63.2653,0.172686,0.000354942,1001.24,0.125629,0.000223942
7186.02,0.410526,0.178711,36.8201,0.113409,0.000273817,753.055,0.0816601,0.000160311
7379.37,0.410526,0.180664,23.5934,0.0773032,0.000204185,567.691,0.0547142,0.00011188
7572.71,0.410526,0.171875,10.7969,0.0412385,0.00013091,346.258,0.0285789,0.0000647753
7766.06,0.410526,0.178125,7.59475,0.0292132,0.0000951852,260.921,0.0204993,0.0000471927
4285.83,0.452632,0.305078,1917.14,0.969008,0.0000495479,256.481,0.949903,0.0001086
4479.18,0.452632,0.295313,1734.48,0.956966,0.000069388,347.685,0.931045,0.000145595
4672.53,0.452632,0.288477,1555.85,0.939116,0.0000960486,470.133,0.903911,0.000191136
4865.87,0.452632,0.279297,1379.89,0.916951,0.000127927,606.246,0.872183,0.000239161
5059.22,0.452632,0.268945,1207.69,0.889154,0.000166026,757.635,0.834067,0.000290546
